Isolate location	Isolate location category	Mapped Ontology Term IRI	Mapped Ontology Term Label
China: Pudong, Laogang	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
USA: Maine	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: California coast, Moss Landing and Morro Bay	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: central California coast, near Moss Landing and Morro Bay	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Japan:Hokkaido, Nopporo Prefectural Forest Park	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Egypt:Kafr El Sheikh, Sakha	Egypt	http://purl.obolibrary.org/obo/GAZ_00003934	Egypt
Australia: Victoria	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Southern region	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
China: Daqing	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
USA: Floridia	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
India: Puducherry	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
China: Jiading, Xuhang Sec	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Jiading, Xuhang Thr	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
USA: Virginia	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
China: Changchun, Jilin Province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Japan:Osaka	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Canada: Oldman River watershed, Alberta	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
Mexico: Ciudad Juarez	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Australia: Western Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
India: Bangalore	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Iran: Shahrekord City, Cheharmehal Bakhteyari province, central Iran	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
USA: Potomac WFP intake, Maryland	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
United Kingdom: northwest England, Liverpool	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
USA: Waianae, Hawaii	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Louisiana	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
China: Baoshan, Luodian	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
USA: Michigan	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Idaho	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Iran: Qazvine province	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
USA:Pennsylvania	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA:Connecticut	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Iran: Tehran and Qazvin provinces	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
USA:New York	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Switzerland: small lake	Switzerland	http://purl.obolibrary.org/obo/GAZ_00002941	Switzerland
USA: Colorado	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: North Fork Shenandoah River, Virginia	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
India: Vellore	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Australia: Western region	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Brazil: Rural University of Rio de Janeiro	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Kenya: Thika	Kenya	http://purl.obolibrary.org/obo/GAZ_00001101	Kenya
USA: Tulare, CA	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: central California coast, Carmel and Morro Bay	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
China: Songjiang, Wulitang	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China:Anhui	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Beijing	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Switzerland: lake	Switzerland	http://purl.obolibrary.org/obo/GAZ_00002941	Switzerland
United Kingdom: England	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
Canada: South Nation River basin, Ontario	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
USA: New Orleans	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: Missouri	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Chile: Curauma	Chile	http://purl.obolibrary.org/obo/GAZ_00002825	Chile
USA: Corbalis WTP intake, Virginia	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
China: Pudong, Pengzhen	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Chongming, Qianjin farm	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Henan Province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
USA:Indiana	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Spain: Zaragoza	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
USA: Minnesota	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA:Maryland	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA:Illinois	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Australia: south	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Canada: Ontario	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
China: Shanghai	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
India: Kolkata	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Kenya: Machakos	Kenya	http://purl.obolibrary.org/obo/GAZ_00001101	Kenya
USA: Salinas River, California	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
China: Shanghai City cattle farms	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
USA: Georgia	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Turkey: Aydin	Turkey	http://purl.obolibrary.org/obo/GAZ_00000558	Turkey
Iran: Amol City, Mazandaran Province	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
China: Minhang, Pujiang	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
USA: Texas	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Switzerland: river	Switzerland	http://purl.obolibrary.org/obo/GAZ_00002941	Switzerland
China: Henan province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
United Kingdom:Orkney	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
USA: North Carolina	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
China: Zhenjiang	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Japan: Saitama	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
China: Cuangzhou	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
United Kingdom:Dartmoor	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
USA: Puget Sound, Washington	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Canada: Calgary	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
USA: Illinois	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Australia: Queensland	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
India: Kamrup district, Assam	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Australia: Queensland 1	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Canada: Insect Production Unit (IPU), Great Lakes Forestry Centre, Sault Ste. Marie	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
Italy: Monteo Roero, Cuneo	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Russia: West Siberia	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
USA: Wisconsin	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
China: Chongqing	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Australia: Tasmania 3	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
USA: South Dakota	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
USA: California, Arcata	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Japan: Gunma	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Ehime	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
India: Kerala	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Russia: St. Petersburg	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
China: Anhui province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Australia: New South Wales 2	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Tasmania 2	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Canada: New Brunswick	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
Iran: Mazandaran	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Australia: New South Wales	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: New South Wales 1	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Japan: Kumamoto	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Slovakia: Krupina	Slovakia	http://purl.obolibrary.org/obo/GAZ_00002956	Slovak Republic
Ireland:Lough Corrib	Ireland	http://purl.obolibrary.org/obo/GAZ_00004018	Ireland
Canada: Prince Edward Island	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
Australia: South Australia	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Tasmania	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
China: Zhenjiang Jiangsu	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
USA: Utah	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Italy: San Raffaele Cimena, Torino	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Argentina: Buenos Aires, La Plata	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Canada: Nova Scotia	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
Argentina: Buenos Aires	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Australia: Queensland 2	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
USA: Arkansas, Fayetteville	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
United Kingdom:Yorkshire	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
United Kingdom:Oxford	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
United Kingdom:Weymouth, Newtons Cove	United Kingdom	http://purl.obolibrary.org/obo/GAZ_00002637	United Kingdom
USA: Alaska, Fairbanks	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Australia: Queensland 3	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Australia: Tasmania 1	Australia	http://purl.obolibrary.org/obo/GAZ_00000463	Australia
Iran: Shahrekord	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Canada: North Bay	Canada	http://purl.obolibrary.org/obo/GAZ_00002560	Canada
Ireland:Lough Erne	Ireland	http://purl.obolibrary.org/obo/GAZ_00004018	Ireland
Italy: Valfenera, Asti	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Italy: Grugliasco, Torino	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
France: Franconville	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
Germany: Hannover	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Japan:Shimane, Hatahiyodori	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Tokyo, Mikura Island	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
France: Gard	France	http://purl.obolibrary.org/obo/GAZ_00002940	French Republic
Germany:Hannover	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Japan: Shimane, Daito	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Russia: Khabarovsk Territory	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Russia: Vladivostok	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Poland: Mazury Lake District	Poland	http://purl.obolibrary.org/obo/GAZ_00002939	Poland
USA: Montana, Big Sky	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Russia: Novosibirsk region	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
Belgium: Mont	Belgium	http://purl.obolibrary.org/obo/GAZ_00002938	Belgium
Belgium: Bruyelles	Belgium	http://purl.obolibrary.org/obo/GAZ_00002938	Belgium
Turkey: Gumushane	Turkey	http://purl.obolibrary.org/obo/GAZ_00000558	Turkey
Belgium: Theux	Belgium	http://purl.obolibrary.org/obo/GAZ_00002938	Belgium
Germany: Munich, Nymphenburger Schlosspark	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Netherlands: Arnhem	Netherlands	http://purl.obolibrary.org/obo/GAZ_00001549	Kingdom of the Netherlands
Belgium: Celles	Belgium	http://purl.obolibrary.org/obo/GAZ_00002938	Belgium
Argentina: Provincia de Buenos Aires	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Argentina: Salta Province	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Belgium: Finnevaux	Belgium	http://purl.obolibrary.org/obo/GAZ_00002938	Belgium
Switzerland: Aargau	Switzerland	http://purl.obolibrary.org/obo/GAZ_00002941	Switzerland
Belgium: Erezee	Belgium	http://purl.obolibrary.org/obo/GAZ_00002938	Belgium
Switzerland: Fribourg	Switzerland	http://purl.obolibrary.org/obo/GAZ_00002941	Switzerland
USA: Maine:VH	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Spain: Basque Country	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Italy: RG	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
China: Xiaogan, Hubei province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Mongolia:Khentii Undurkhan	Mongolia	http://purl.obolibrary.org/obo/GAZ_00008744	Mongolia
Japan: Hokkaido, Shintoku	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Iran: Qazvin Province, Takistan	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
China: Gansu province, Lintao county	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Spain: Burgos	Spain	http://purl.obolibrary.org/obo/GAZ_00000591	Kingdom of Spain
Thailand: Surin, SUC	Thailand	http://purl.obolibrary.org/obo/GAZ_00003744	Thailand
Japan: Hokkaido, Taiki	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Iraq: Kurdistan Region	Iraq	http://purl.obolibrary.org/obo/GAZ_00004483	Iraq
South Africa:Natal	South Africa	http://purl.obolibrary.org/obo/GAZ_00000553	South Africa
India: Taluka Akole Dist., Ahmednagar State, Maharashtra	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
USA: Placer County, California	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Japan:Akita, Takanosu	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Hokkaido, Akkeshi	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Nemuro	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Netherlands: Texel	Netherlands	http://purl.obolibrary.org/obo/GAZ_00001549	Kingdom of the Netherlands
Taiwan: Nantou	Taiwan	http://purl.obolibrary.org/obo/GAZ_00004601	Taiwan
USA: Webb County, Texas	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
South Africa:Onderstepoort Veterinary Academic Hospital	South Africa	http://purl.obolibrary.org/obo/GAZ_00000553	South Africa
USA: LaSalle County, Texas	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Belgium: La Reid	Belgium	http://purl.obolibrary.org/obo/GAZ_00002938	Belgium
USA: Massachusetts, Nantucket	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Mexico: Tabasco State	Mexico	http://purl.obolibrary.org/obo/GAZ_00002852	Mexico
Argentina: Corrientes Province	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
Brazil: North region	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Belgium: Houffalize	Belgium	http://purl.obolibrary.org/obo/GAZ_00002938	Belgium
USA: Massachusetts, Cape Cod	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Argentina: Mercedes, Corrientes Province	Argentina	http://purl.obolibrary.org/obo/GAZ_00002928	Argentina
USA: Connecticut, Old Lyme	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Switzerland: Tessin, Freggio	Switzerland	http://purl.obolibrary.org/obo/GAZ_00002941	Switzerland
Belgium: Ravels	Belgium	http://purl.obolibrary.org/obo/GAZ_00002938	Belgium
India:Uttar pradesh	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Turkey: Cankiri	Turkey	http://purl.obolibrary.org/obo/GAZ_00000558	Turkey
Russia: North Ural, State Nature Reserve 'Denezhkin Kamen', Sverdlovsk region	Russia	http://purl.obolibrary.org/obo/GAZ_00002721	Russia
USA: Cordova, Alaska	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Italy: BN	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
South Africa: Willem Pretorius game reserve	South Africa	http://purl.obolibrary.org/obo/GAZ_00000553	South Africa
Iran: Fars, Rahmat-Abad	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
India: Hissar	India	http://purl.obolibrary.org/obo/GAZ_00002839	India
Tunisia: Northern Site 1	Tunisia	http://purl.obolibrary.org/obo/GAZ_00000562	Tunisia
Turkey: Erzincan	Turkey	http://purl.obolibrary.org/obo/GAZ_00000558	Turkey
Iraq: Kudistan region, Duhok	Iraq	http://purl.obolibrary.org/obo/GAZ_00004483	Iraq
Mongolia:Uvs Ulaangom	Mongolia	http://purl.obolibrary.org/obo/GAZ_00008744	Mongolia
Japan: Hokkaido, Shin-Hidaka	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Brazil: DF, Brasilia	Brazil	http://purl.obolibrary.org/obo/GAZ_00002828	Brazil
Iran: Fars, Dariuon	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
Iran: Qazvin Province, Abeyek	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
China: Gansu province, Weiyuan county	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Japan:Kumamoto, Kuma	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
China: Zhangjiachuan	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Iran: Ilam	Iran	http://purl.obolibrary.org/obo/GAZ_00004474	Iran
China: Lintan region	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
China: Suizhou County, Hubei Province	China	http://purl.obolibrary.org/obo/GAZ_00002845	China
Japan: Chitose, Hokkaido	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Italy: Marche-Macerata	Italy	http://purl.obolibrary.org/obo/GAZ_00002650	Italy
Japan: Hokkaido	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Kobe, Awaji Island	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan:Tokushima, Anan, Tsukiyo	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Netherlands: Ameland	Netherlands	http://purl.obolibrary.org/obo/GAZ_00001549	Kingdom of the Netherlands
Japan: Hokkaido, Akkeshi	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Japan: Okinawa	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
USA: TX	United States	http://purl.obolibrary.org/obo/GAZ_00002459	United States of America
Japan:Okinawa	Japan	http://purl.obolibrary.org/obo/GAZ_00002747	Japan
Germany: Ingolstadt, Luitpoldpark	Germany	http://purl.obolibrary.org/obo/GAZ_00002646	Germany
Switzerland: Bern	Switzerland	http://purl.obolibrary.org/obo/GAZ_00002941	Switzerland
Switzerland: Tessin, Gudo	Switzerland	http://purl.obolibrary.org/obo/GAZ_00002941	Switzerland
