variable	variable2	values	mappedTerm	ordinalValue
village	village	175060616	Nsonja	NA
village	village	175060701	Buzinga	NA
village	village	175060702	Gwanika	NA
village	village	175060703	Kabasumba	NA
village	village	175060704	Katoma/Kyanjovu	NA
village	village	175060705	Kigusa	NA
village	village	175060706	Kiwande	NA
village	village	175060707	Kyakatwanga	NA
village	village	175060708	Lubumba	NA
village	village	175060709	Lwebiwoko	NA
village	village	175060710	Maira	NA
village	village	175060711	Nakitokolo/Ssenyange	NA
village	village	175060712	Nakyenyi	NA
village	village	175060713	Nkunyu	NA
village	village	175070101	Central Zone	NA
village	village	175070102	Industry Zone	NA
village	village	175070201	Lower Zone	NA
village	village	175070202	Mityeduma	NA
village	village	175070203	Nyenje	NA
village	village	175070301	Bwami	NA
village	village	175070302	Kabalungi	NA
village	village	175070303	Kiryankuyege	NA
village	village	175070401	Kitakomaga	NA
village	village	175070402	Kyengeza	NA
village	village	175070403	Kyereme	NA
village	village	175070404	Lwengo	NA
village	village	175070405	Lwengo Trading Centre	NA
village	village	175070406	Namaganda	NA
village	village	175070501	Mbirizi Village	NA
village	village	175070502	Namulaba	NA
village	village	175070503	Police Zone	NA
village	village	175080101	Bitooke-Bisalire	NA
village	village	175080102	Bwingana	NA
village	village	175080103	Kalagala A	NA
village	village	175080104	Kalagala B	NA
village	village	175080105	Kasaana A	NA
village	village	175080106	Kasaana B	NA
village	village	175080107	Kasagazi	NA
village	village	175080108	Kawule	NA
village	village	175080109	Kensenene	NA
village	village	175080110	Kigaaga	NA
village	village	175080111	Kikasa	NA
village	village	175080112	Kyamparakata	NA
village	village	175080113	Kyamubanga	NA
village	village	175080114	Lugologolo	NA
village	village	175080115	Lwamaya	NA
village	village	175080116	Lwekishugi	NA
village	village	175080117	Lwenkoma	NA
village	village	175080118	Ngango	NA
village	village	175080201	Byembogo A	NA
village	village	175080202	Byembogo B	NA
village	village	175080203	Kaikolongo A	NA
village	village	175080204	Kaikolongo B	NA
village	village	175080205	Kasambya	NA
village	village	175080206	Katongole	NA
village	village	175080207	Katovu B	NA
village	village	175080208	Katovu Central	NA
village	village	175080209	Katovu Gavu[T/C]	NA
village	village	175080210	Kayonza A	NA
village	village	175080211	Kayonza B	NA
village	village	175080212	Kikoba	NA
village	village	175080213	Kiteredde	NA
village	village	175080214	Kyamatafaali	NA
village	village	175080215	Lwemiyaga A	NA
village	village	175080216	Lwemiyaga B	NA
village	village	175080217	Lwendezi	NA
village	village	175080218	Migamba	NA
village	village	175080219	Ntuula A	NA
village	village	175080220	Ntuula B	NA
village	village	175080301	Kigeye A	NA
village	village	175080302	Kigeye B	NA
village	village	175080303	Kyamuyunga	NA
village	village	175080304	Lutovu A	NA
village	village	175080305	Lutovu B	NA
village	village	175080306	Lwebiddali A	NA
village	village	175080307	Lwebiddali B	NA
village	village	175080308	Lwebiddali C	NA
village	village	175080309	Lwebiddali D	NA
village	village	175080310	Lwebusiisi A	NA
village	village	175080311	Lwebusiisi B	NA
village	village	175080312	Lwempwanyi A	NA
village	village	175080313	Lwempwanyi B	NA
village	village	175080314	Nkukute	NA
village	village	175080315	Nyakalago	NA
village	village	175080316	Nyantungu	NA
village	village	175080401	Gyenda	NA
village	village	175080402	Kabusirabo A	NA
village	village	175080403	Kabusirabo B	NA
village	village	175080404	Kakoma	NA
village	village	175080405	Kamazzi A	NA
village	village	175080406	Kamazzi B	NA
village	village	175080407	Kiganda	NA
village	village	175080408	Kiteesa	NA
village	village	175080409	Lwembogo	NA
village	village	175080410	Lwemiyaga	NA
village	village	175080411	Lwengenyi	NA
village	village	175080412	Lwentale A	NA
village	village	175080413	Lwentale C	NA
village	village	175080414	Lwentale North	NA
village	village	175080415	Malongo	NA
village	village	175090101	Kanyogoga	NA
village	village	175090102	Kayunga	NA
village	village	175090103	Kibuye	NA
village	village	175090104	Kiganjo	NA
village	village	175090105	Kiguluka	NA
village	village	175090106	Kijajjasi	NA
village	village	175090107	Kiteredde	NA
village	village	175090108	Kiyumbakimu	NA
village	village	175090109	Kyamukama	NA
village	village	175090110	Luyiyi Kate	NA
village	village	175090111	Luyiyi Polotaz	NA
village	village	175090112	Makondo	NA
village	village	175090113	Michunda	NA
village	village	175090114	Misaana	NA
village	village	175090115	Wajinja	NA
village	village	175090201	Bukerere	NA
village	village	175090202	Jjaga A	NA
village	village	175090203	Kabambira	NA
village	village	175090204	Kabimba	NA
village	village	175090205	Kabuyoga	NA
village	village	175090206	Kakiraga	NA
village	village	175090207	Kyakwerebera	NA
village	village	175090208	Kyamatafaali	NA
village	village	175090209	Kyenangaazi	NA
village	village	175090210	Kyeyagalire	NA
village	village	175090211	Lusaana	NA
village	village	175090212	Lwenkakala	NA
village	village	175090213	Migamba	NA
village	village	175090214	Mirembe	NA
village	village	175090215	Mpumudde A	NA
village	village	175090216	Mpumudde B	NA
village	village	175090217	Nakalinzi	NA
village	village	175090218	Ndagwe	NA
village	village	175090301	Jjaga B	NA
village	village	175090302	Kabunga	NA
village	village	175090303	Kankanda	NA
village	village	175090304	Kayirira	NA
village	village	175090305	Kayunga	NA
village	village	175090306	Kinvunikidde	NA
village	village	175090307	Kiswaga	NA
village	village	175090308	Kitabaazi A	NA
village	village	175090309	Kitabaazi B	NA
village	village	175090310	Kizawula	NA
village	village	175090311	Kyakanyomozi	NA
village	village	175090312	Luwanga B	NA
village	village	175090313	Luwanga Central	NA
village	village	175090314	Lwengondo	NA
village	village	175090315	Lwensolo	NA
village	village	175090316	Naanywa A	NA
village	village	175090317	Naanywa B	NA
village	village	175090318	Nakateete	NA
village	village	175090319	Nammimbi	NA
village	village	175090320	Nansiti	NA
village	village	175090401	Bukulula	NA
village	village	175090402	Gayaaza	NA
village	village	175090403	Kabingo	NA
village	village	175090404	Kabutemba A	NA
village	village	175090405	Kabutemba B	NA
village	village	175090406	Kagoogwa A	NA
village	village	175090407	Kagoogwa B	NA
village	village	175090408	Kagoogwa C	NA
village	village	175090409	Kakindu	NA
village	village	175090410	Kaseese	NA
village	village	175090411	Kibanyi	NA
village	village	175090412	Kibingekito	NA
village	village	175090413	Kijwala A	NA
village	village	175090414	Kijwala B	NA
village	village	175090415	Kisaalira A	NA
village	village	175090416	Kisaalira B	NA
village	village	175090417	Kyabbotoggo	NA
village	village	175090418	Kyannangaazi	NA
village	village	175090419	Kyantale	NA
village	village	175090420	Kyasa	NA
village	village	175090421	Lwebisunsa	NA
village	village	175090422	Mijuma A	NA
village	village	175090423	Mijuma B	NA
village	village	175090424	Muleebi	NA
village	village	175090425	Namabaale	NA
village	village	175090426	Nambiriizi	NA
village	village	176010101	Bulunga	NA
village	village	176010102	Kabatema	NA
village	village	176010103	Kanoni	NA
village	village	176010104	Kasambya	NA
village	village	176010105	Kigando	NA
village	village	176010106	Kinoni A	NA
village	village	176010107	Kinoni B	NA
village	village	176010108	Kinoni C	NA
village	village	176010109	Kyakalazire	NA
village	village	176010110	Kyakalema	NA
village	village	176010111	Lwensaali	NA
village	village	176010112	Nakaseeta A	NA
village	village	176010113	Nakaseeta B	NA
village	village	176010201	Gayaza	NA
village	village	176010202	Kajogye	NA
village	village	176010203	Kaliiro I	NA
village	village	176010204	Kaliiro II	NA
village	village	176010205	Kaliiro III	NA
village	village	176010206	Kenyerere	NA
village	village	176010207	Kibisi I	NA
village	village	176010208	Kibisi II	NA
village	village	176010209	Kibisi III	NA
village	village	176010210	Kiwumulo	NA
village	village	176010211	Kyabasiita	NA
village	village	176010212	Kyempisi	NA
village	village	176010213	Nkiro	NA
village	village	176010301	Kalambi A	NA
village	village	176010302	Kalambi B	NA
village	village	176010303	Kasambya	NA
village	village	176010304	Kasula	NA
village	village	176010305	Katagengera	NA
village	village	176010306	Kigaaga	NA
village	village	176010307	Kitovu	NA
village	village	176010308	Lwabijogo	NA
village	village	176010309	Mugamba	NA
village	village	176010401	Kamengo	NA
village	village	176010402	Kibisi	NA
village	village	176010403	Kisetula	NA
village	village	176010404	Kitesa	NA
village	village	176010405	Kiwangire	NA
village	village	176010406	Kiyinda T/C	NA
village	village	176010407	Kiyinda Village	NA
village	village	176010408	Kyakalinda	NA
village	village	176010409	Kyalwandemu	NA
village	village	176010410	Kyamulama	NA
village	village	176010411	Kyamusale	NA
village	village	176010412	Rugonera	NA
village	village	176010501	Byonge	NA
village	village	176010502	Kabazungu-Nabigoye	NA
village	village	176010503	Kabundi	NA
village	village	176010504	Kankubebe	NA
village	village	176010505	Kasana-Nabigoye	NA
village	village	176010506	Katale-Nabigoye	NA
village	village	176010507	Kyembogo	NA
village	village	176010508	Kyempisi	NA
village	village	176010509	Kyengeza	NA
village	village	176010510	Makukulu	NA
village	village	176010511	Mushaija	NA
village	village	176010512	Nabigoye-Rwensabisabi	NA
village	village	176010513	Nakisajja A	NA
village	village	176010514	Nakisajja B	NA
village	village	176010515	Rugarama	NA
village	village	176010516	Rwemitunga	NA
village	village	176010517	Rwentondo-Kabajungu	NA
village	village	176010518	Rwentondo-Namutamba	NA
village	village	176020101	Buyanja	NA
village	village	176020102	Buyanja II	NA
village	village	176020103	Kagaaga	NA
village	village	176020104	Kihumuro	NA
village	village	176020105	Muzaire A	NA
village	village	176020106	Muzaire B	NA
village	village	176020201	Kagaara	NA
village	village	176020202	Kanyanya	NA
village	village	176020203	Kayeera	NA
village	village	176020204	Mityekula	NA
village	village	176020301	Kabutetera	NA
village	village	176020302	Kalagala	NA
village	village	176020303	Katamachuba	NA
village	village	176020304	Katebe	NA
village	village	176020401	Kasagama T/C	NA
village	village	176020402	Kirindimura	NA
village	village	176020403	Kisaluwoko	NA
village	village	176020501	Kasambya	NA
village	village	176020502	Kebeija	NA
village	village	176020503	Namutamba	NA
village	village	176030101	Bwamulamira	NA
village	village	176030102	Kamusenene	NA
village	village	176030103	Kayunga	NA
village	village	176030104	Kyempiri	NA
village	village	176030105	Kyenshama	NA
village	village	176030106	Rwera	NA
village	village	176030107	Seeta	NA
village	village	176030201	Gayaza	NA
village	village	176030202	Kinuuka	NA
village	village	176030203	Makondo	NA
village	village	176030204	Nakasozi	NA
village	village	176030205	Rwemikoma	NA
village	village	176030301	Binikira	NA
village	village	176030302	Kanyogoga	NA
village	village	176030303	Kawungu	NA
village	village	176030304	Lugaaga	NA
village	village	176030305	Lugalama	NA
village	village	176030306	Lwettamu	NA
village	village	176030307	Nakato	NA
village	village	176030308	Nkote A	NA
village	village	176030309	Nkote B	NA
village	village	176040101	Bwihagaju	NA
village	village	176040102	Elisa Zone	NA
village	village	176040103	Kicwamba	NA
village	village	176040104	Kicwamba T.c	NA
village	village	176040105	Kinoni	NA
village	village	176040201	Kaishango	NA
village	village	176040202	Kanshama	NA
village	village	176040203	Kyemamba	NA
village	village	176040204	Rwoma	NA
village	village	176040301	Kabundabunda	NA
village	village	176040302	Kikuto	NA
village	village	176040303	Lyakajura	NA
village	village	176040304	Namiwunda A	NA
village	village	176040305	Namiwunda B	NA
village	village	176040401	Kabale	NA
village	village	176040402	Kakoma	NA
village	village	176040403	Rwera	NA
village	village	176050101	Biwolobo	NA
village	village	176050102	Buyanja	NA
village	village	176050103	Gayaza	NA
village	village	176050104	Kabasengwa	NA
village	village	176050105	Kabetemere	NA
village	village	176050106	Kagogo	NA
village	village	176050107	Kakibandi	NA
village	village	176050108	Katogo	NA
village	village	176050109	Kitindo	NA
village	village	176050110	Kyakabaru	NA
village	village	176050111	Lyabuguma	NA
village	village	176050112	Nakinombe	NA
village	village	176050201	Kabalongo	NA
village	village	176050202	Kabula	NA
village	village	176050203	Kalagala	NA
village	village	176050204	Kalagala II	NA
village	village	176050205	Kawule/Nseese	NA
village	village	176050206	Kinvunikidde	NA
village	village	176050207	Kirangazi	NA
village	village	176050208	Kitabo	NA
village	village	176050209	Kyeibumba	NA
village	village	176050210	Kyetume	NA
village	village	176050211	Lwamayongo	NA
village	village	176050212	Mweyogereze	NA
village	village	176050301	Katovu	NA
village	village	176050302	Kitazigolokwa	NA
village	village	176050303	Kitazigolokwa Central	NA
village	village	176050304	Kyakakala	NA
village	village	176050305	Lusana	NA
village	village	176050306	Luwaama A	NA
village	village	176050307	Luwaama B	NA
village	village	176050308	Lyakasolola	NA
village	village	176050401	Kabaale	NA
village	village	176050402	Kasambya	NA
village	village	176050403	Kyabazaala	NA
village	village	176050404	Mukokoma	NA
village	village	176050501	Buyanja	NA
village	village	176050502	Kabayanda	NA
village	village	176050503	Kamengo	NA
village	village	176050504	Kampega	NA
village	village	176050505	Kamutogolo	NA
village	village	176050506	Kanyogoga	NA
village	village	176050507	Kasese	NA
village	village	176050508	Kibisi	NA
village	village	176050509	Kyanzala	NA
village	village	176050510	Kyewanula	NA
village	village	176050511	Lwamawungu	NA
village	village	176050512	Lwensinga	NA
village	village	176050513	Mpumude	NA
village	village	176060101	Cell 1a	NA
village	village	176060102	Cell 2b	NA
village	village	176060201	Cell 3c	NA
village	village	176060202	Cell 4d	NA
village	village	176060203	Kijjukizo	NA
village	village	176070101	Buyaga	NA
village	village	176070102	Bwiha	NA
village	village	176070103	Kasana	NA
village	village	176070104	Kembogo	NA
village	village	176070105	Mpumudde A	NA
village	village	176070106	Mpumudde B	NA
village	village	176070107	Rwenshama	NA
village	village	176070108	Rwentanga A	NA
village	village	176070109	Rwentanga B	NA
village	village	176070201	Bikokora A	NA
village	village	176070202	Bikokora B	NA
village	village	176070203	Bikokora C	NA
village	village	176070204	Bikokora D	NA
village	village	176070205	Kalyamenvu A	NA
village	village	176070206	Kalyamenvu B	NA
village	village	176070207	Kalyamenvu T/C	NA
village	village	176070208	Kanaala A	NA
village	village	176070209	Kanaala B	NA
village	village	176070210	Kanyeganyegye A	NA
village	village	176070211	Kanyeganyegye B	NA
village	village	176070212	Mpumudde T.c	NA
village	village	176070213	Nyakayaga	NA
village	village	176070301	Burunga A	NA
village	village	176070302	Burunga B	NA
village	village	176070303	Kemunyu	NA
village	village	176070304	Kirebe A	NA
village	village	176070305	Kirebe B	NA
village	village	176070306	Kyeirumba A	NA
village	village	176070307	Kyeirumba B	NA
village	village	176070308	Kyeirumba C	NA
