colOrder,variable,uniqueVar,dataFile,keepDiscard,notesForDL,codebookDescription,codebookValues,timeVarying,duplicated,dateTime,flag
27,q8d_docp,ext_crypt_sb_fuv::q8d_docp,ext_crypt_sb_fuv,keep,,IF Q8d_PW=2 then valid date otherwise 09/09/9999,,,,,
25,q8d_docs,ext_crypt_sb_fuv::q8d_docs,ext_crypt_sb_fuv,keep,,IF Q8d_SM=1 then valid date otherwise 09/09/9999,,,,,
28,q8d_oc,ext_crypt_sb_fuv::q8d_oc,ext_crypt_sb_fuv,keep,,Oral fluid collection in Oracol device,"1= yes, 9=N/A",,,,
26,q8d_pw,ext_crypt_sb_fuv::q8d_pw,ext_crypt_sb_fuv,keep,,Oral fluid collection in Purwrap device,"1= yes, 9=N/A",,,,
24,q8d_sm,ext_crypt_sb_fuv::q8d_sm,ext_crypt_sb_fuv,keep,,Oral fluid collection in Salimetrics device,"1= yes, 9=N/A",,,,
30,q9a,ext_crypt_sb_fuv::q9a,ext_crypt_sb_fuv,keep,,"Specimen ID (SIBO  stool code 88, Clinic visit will be sequential)",,,,,
31,q9b,ext_crypt_sb_fuv::q9b,ext_crypt_sb_fuv,keep,,Stool collected?,"1=yes, 2=no",,,,
32,q9c,ext_crypt_sb_fuv::q9c,ext_crypt_sb_fuv,keep,,"Date of stool collection.  (If not collected, enter09/09/9999)",,,,,
3,visitnum,ext_crypt_sb_fuv::visitnum,ext_crypt_sb_fuv,keep,,Visit Number,"Week 12=01,Week 18=02, Week 52=03,Week 78=04, Week 104=05",,duplicated variable,,
4,wt,ext_crypt_sb_fuv::wt,ext_crypt_sb_fuv,keep,,Weight of the child in kg (99.99 means not collected),,,duplicated variable,,
5,chwheeze,ext_crypt_wztalsc::chwheeze,ext_crypt_wztalsc,keep,,What is the character of the wheeze? Codes:,"0 = None,
1 = Terminal expiration only,
2 = Expiration and inspiration with stethoscope only,
3 = Expiration and inspiration without stethoscope",,,,
6,cyanosis,ext_crypt_wztalsc::cyanosis,ext_crypt_wztalsc,keep,,Does the child have cyanosis?,"0 = None,
1 = Peri-oral on crying only,
2 = Perioral in rest,
3 = Generalized in rest",,,,
2,dov,ext_crypt_wztalsc::dov,ext_crypt_wztalsc,keep,,Date of clinic visit,,,duplicated variable,,
7,muscle,ext_crypt_wztalsc::muscle,ext_crypt_wztalsc,keep,,Accessory respiratory muscle utilization; Codes:,"0 = None (no chest in-drawing, i.e., absence of lower part of the chest moves in or retracts when inhalation occurs),
1 = Presence of mild intercostal in-drawing (just visible), no head bobbing or tracheal tug,
2 = Moderate amount of intercostal in-drawing, no head bobbing or tracheal tug,
3 = Moderate or marked intercostal in-drawing with presence of head bobbing or tracheal tug",,,,
1,pid,ext_crypt_wztalsc::pid,ext_crypt_wztalsc,discard,,ID,,,duplicated variable,,
4,respira,ext_crypt_wztalsc::respira,ext_crypt_wztalsc,keep,,What is the respiratory rate (breaths/minute),"0 = < 30,
1 = 30-45,
2 = 46-60,
3 = >60",,,,
8,total,ext_crypt_wztalsc::total,ext_crypt_wztalsc,keep,,Total Score (#3 through #5),,,,,
3,visitnum,ext_crypt_wztalsc::visitnum,ext_crypt_wztalsc,keep,,"Visit number (01, 02, 03)",,,duplicated variable,,
8,activities,ext_crypt_wztrack::activities,ext_crypt_wztrack,keep,,"During the past 12 weeks, how limited was the child in performing normal activities by cough or wheeze?","No limitation = 1,
Some limitation = 2,
Extremely limited = 3",,,,
9,albutero,ext_crypt_wztrack::albutero,ext_crypt_wztrack,keep,,"During the past 12 weeks, how many days a week did the child use albuterol to treat his or her respiratory symptoms, such as cough or wheeze?","Not used= 0,
1 day a week = 1,
2-3 days a week = 2,
4 or more times a week= 3",,,,
14,antibiotic,ext_crypt_wztrack::antibiotic,ext_crypt_wztrack,keep,,Antibiotic,"Yes =1,  No=0, 9= NA",,duplicated variable,,
6,cough,ext_crypt_wztrack::cough,ext_crypt_wztrack,keep,,"During the past 12 weeks, how many days a week did the child have cough or wheeze (for example, breathing that makes a high pitched whistling or squeaking sound from the chest)?","No cough/ wheeze = 0, 1 day a week = 1, 2-3 days a week = 2, 4 or more times a week= 3",,,,
2,doi,ext_crypt_wztrack::doi,ext_crypt_wztrack,keep,,Date of Interview - collected every 4 months; 09/09/1999 = Missed,,,duplicated variable,,
4,enddate,ext_crypt_wztrack::enddate,ext_crypt_wztrack,keep,,Period of interview (End date),,,,,
15,inhaled,ext_crypt_wztrack::inhaled,ext_crypt_wztrack,keep,,Inhaled Beta agonist,"Yes =1,  No=0, 9= NA",,,,
10,oralstr,ext_crypt_wztrack::oralstr,ext_crypt_wztrack,keep,,"In the past 12 weeks, how many days did the child take oral steroids to treat episodes of cough or wheeze?","Did not take= 0,
1 days a month = 1,
2-3 days a month = 2,
> 3 days a month = 3",,,,
1,pid,ext_crypt_wztrack::pid,ext_crypt_wztrack,discard,,ID,,,duplicated variable,,
12,purchase,ext_crypt_wztrack::purchase,ext_crypt_wztrack,keep,,Has the parent purchased or received medication for respiratory symptoms from anywhere other than this clinic? (),"Yes =1,  No=0, 9= NA",,,,
11,score,ext_crypt_wztrack::score,ext_crypt_wztrack,keep,,Total Score (#4 through #8);,99 = NA,,duplicated variable,,
7,sleep,ext_crypt_wztrack::sleep,ext_crypt_wztrack,keep,,"During the past 12 weeks, how often was the childâ€™s sleep disrupted by cough or wheeze?","Not disrupted= 0,
1 time in a month = 1,
3 > x > 1 times in a month = 2,
> 4 times in a month = 3",,duplicated variable,,
13,steroid,ext_crypt_wztrack::steroid,ext_crypt_wztrack,keep,,Steroid,"Yes =1,  No=0, 9= NA",,,,
3,strtdate,ext_crypt_wztrack::strtdate,ext_crypt_wztrack,keep,,Period of interview (Start date),,,,,
5,visitnum,ext_crypt_wztrack::visitnum,ext_crypt_wztrack,keep,,"Interview number (01, 02, 03)",,,duplicated variable,,
3,dob,ext_crypto_cenr_2000::dob,ext_crypto_cenr_2000,keep,,Date of Birth (DD/MM/YYYY),,,duplicated variable,,
10,doc,ext_crypto_cenr_2000::doc,ext_crypto_cenr_2000,keep,,Birth weight collection date  (DD/MM/YYYY),,,duplicated variable,,
4,doe,ext_crypto_cenr_2000::doe,ext_crypto_cenr_2000,keep,,Date of Enrollment (DD/MM/YYYY),,,duplicated variable,,
8,food,ext_crypto_cenr_2000::food,ext_crypto_cenr_2000,keep,,Food at birth :,"1 = Breast Milk(BM), 2 = Top Milk (TM indicate Cow's Powder/Goat milk), 3 = BM+TM, 4 = Water/Sugar or Water/Honey",,duplicated variable,,
7,p_birth,ext_crypto_cenr_2000::p_birth,ext_crypto_cenr_2000,keep,,Place of Birth,"1 = Home , 2 = Health facility",,duplicated variable,,
1,pid,ext_crypto_cenr_2000::pid,ext_crypto_cenr_2000,discard,,ID,,,duplicated variable,,
5,place,ext_crypto_cenr_2000::place,ext_crypto_cenr_2000,keep,,Place of enrollment,"1 = Home , 2 = Health facility",,duplicated variable,,
6,sex,ext_crypto_cenr_2000::sex,ext_crypto_cenr_2000,keep,,Gender of Child,"1 = Male,  2 = Female",,duplicated variable,,
2,site,ext_crypto_cenr_2000::site,ext_crypto_cenr_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
9,wt,ext_crypto_cenr_2000::wt,ext_crypto_cenr_2000,keep,,Birth weight of the baby in kg. Missing value 99.99 means that child was not available at that time.,99.99 = missing,,duplicated variable,,
3,dob,ext_crypto_cenr_3000::dob,ext_crypto_cenr_3000,keep,,Date of Birth,,,duplicated variable,,
10,doc,ext_crypto_cenr_3000::doc,ext_crypto_cenr_3000,keep,,?,,,duplicated variable,,
4,doe,ext_crypto_cenr_3000::doe,ext_crypto_cenr_3000,keep,,Date of Enrollment,,,duplicated variable,,
8,food,ext_crypto_cenr_3000::food,ext_crypto_cenr_3000,keep,,Food at birth :,"1 = Breast Milk(BM), 2 = Top Milk (TM indicate Cow's Powder/Goat milk), 3 = BM+TM, 4 = Water/Sugar or Water/Honey",,duplicated variable,,
7,p_birth,ext_crypto_cenr_3000::p_birth,ext_crypto_cenr_3000,keep,,Place of Birth,"1 = Male,  2 = Female",,duplicated variable,,
1,pid,ext_crypto_cenr_3000::pid,ext_crypto_cenr_3000,discard,,ID,,,duplicated variable,,
5,place,ext_crypto_cenr_3000::place,ext_crypto_cenr_3000,keep,,Place of enrollment,"1 = Home , 2 = Health facility",,duplicated variable,,
6,sex,ext_crypto_cenr_3000::sex,ext_crypto_cenr_3000,keep,,Gender of Child,"1 = Male,  2 = Female",,duplicated variable,,
2,site,ext_crypto_cenr_3000::site,ext_crypto_cenr_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
9,wt,ext_crypto_cenr_3000::wt,ext_crypto_cenr_3000,keep,,Birth weight of the baby in kg. Missing value 99.99 means the child not available that time.,99.99 = missing,,duplicated variable,,
3,dob,ext_crypto_cr_anthro_2000::dob,ext_crypto_cr_anthro_2000,discard,load from mgmt_cranthz,Date of Birth,,,duplicated variable,,
7,doc,ext_crypto_cr_anthro_2000::doc,ext_crypto_cr_anthro_2000,discard,load from mgmt_cranthz,Date of measurement;,"09/09/9999 = not collected, 08/08/8888 = not collected, during COVID-19 pandemic (April 2020 to August 2020)",,duplicated variable,,
5,gender,ext_crypto_cr_anthro_2000::gender,ext_crypto_cr_anthro_2000,discard,load from mgmt_cranthz,Gender of Child,"1 = Male,  2 = Female",,duplicated variable,,
9,ht,ext_crypto_cr_anthro_2000::ht,ext_crypto_cr_anthro_2000,discard,load from mgmt_cranthz,Height in Centimeter (CM),.999.9 = not collected,,duplicated variable,,
10,muac,ext_crypto_cr_anthro_2000::muac,ext_crypto_cr_anthro_2000,discard,load from mgmt_cranthz,Mid-upper-arm circumference in Centimeter (CM).,99.9= not collected,,duplicated variable,,
1,pid,ext_crypto_cr_anthro_2000::pid,ext_crypto_cr_anthro_2000,discard,load from mgmt_cranthz,ID,,,duplicated variable,,
4,sex,ext_crypto_cr_anthro_2000::sex,ext_crypto_cr_anthro_2000,discard,load from mgmt_cranthz,Gender of Child,"1 = Male,  2 = Female",,duplicated variable,,
2,site,ext_crypto_cr_anthro_2000::site,ext_crypto_cr_anthro_2000,discard,load from mgmt_cranthz,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
6,vtype,ext_crypto_cr_anthro_2000::vtype,ext_crypto_cr_anthro_2000,discard,load from mgmt_cranthz,Visit type(Anthro information collected at following time),"[AN01]=At Enrollment, [AN02]=At 3 months,  [AN03]=At 4.5 months,   [AN04]=At 6 months,  [AN05]=At 9 months, [AN06]=At 12 months,  [AN07]=At 15 months ,  [AN08]=At 18 months,  [AN09]=At 21 months,  [AN10]=At 24 months; post 24 months the measurements are made every 6 months",,duplicated variable,,
8,wt,ext_crypto_cr_anthro_2000::wt,ext_crypto_cr_anthro_2000,discard,load from mgmt_cranthz,Weight in Kilogram (KG),99.99 = not collected,,duplicated variable,,
3,dob,ext_crypto_cr_anthro_3000::dob,ext_crypto_cr_anthro_3000,discard,load from mgmt_cranthz,Date of Birth,,,duplicated variable,,
7,doc,ext_crypto_cr_anthro_3000::doc,ext_crypto_cr_anthro_3000,discard,load from mgmt_cranthz,Date of measurement;,"09/09/9999 = not collected, 08/08/8888 = not collected, during COVID-19 pandemic (April 2020 to August 2020)",,duplicated variable,,
5,gender,ext_crypto_cr_anthro_3000::gender,ext_crypto_cr_anthro_3000,discard,load from mgmt_cranthz,Gender of Child,"1 = Male,  2 = Female",,duplicated variable,,
9,ht,ext_crypto_cr_anthro_3000::ht,ext_crypto_cr_anthro_3000,discard,load from mgmt_cranthz,Height in Centimeter (CM),.999.9 = not collected,,duplicated variable,,
10,muac,ext_crypto_cr_anthro_3000::muac,ext_crypto_cr_anthro_3000,discard,load from mgmt_cranthz,Mid-upper-arm circumference in Centimeter (CM).,99.9= not collected,,duplicated variable,,
1,pid,ext_crypto_cr_anthro_3000::pid,ext_crypto_cr_anthro_3000,discard,load from mgmt_cranthz,ID,,,duplicated variable,,
4,sex,ext_crypto_cr_anthro_3000::sex,ext_crypto_cr_anthro_3000,discard,load from mgmt_cranthz,Gender of Child,"1 = Male,  2 = Female",,duplicated variable,,
2,site,ext_crypto_cr_anthro_3000::site,ext_crypto_cr_anthro_3000,discard,load from mgmt_cranthz,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
6,vtype,ext_crypto_cr_anthro_3000::vtype,ext_crypto_cr_anthro_3000,discard,load from mgmt_cranthz,Visit type(Anthro information collected at following time),"[AN01]=At Enrollment, [AN02]=At 3 months,  [AN03]=At 4.5 months,   [AN04]=At 6 months,  [AN05]=At 9 months, [AN06]=At 12 months,  [AN07]=At 15 months ,  [AN08]=At 18 months,  [AN09]=At 21 months,  [AN10]=At 24 months; post 24 months the measurements are made every 6 months",,duplicated variable,,
8,wt,ext_crypto_cr_anthro_3000::wt,ext_crypto_cr_anthro_3000,discard,load from mgmt_cranthz,Weight in Kilogram (KG),99.99 = not collected,,duplicated variable,,
7,amount,ext_crypto_cr_cbl_2000::amount,ext_crypto_cr_cbl_2000,keep,,?,,,duplicated variable,,
3,blno,ext_crypto_cr_cbl_2000::blno,ext_crypto_cr_cbl_2000,keep,,Blood Serial Number : (Number 01-08 ),"18 weeks  ( -/+ 1 week) =01, 52 weeks ( -/+ 1 week) =02, 78 weeks  ( -/+ 1 week) =03,  104 weeks( -/+ 1 week) =04, 130 weeks( -/+ 1 week) =05, 157 weeks( -/+ 1 week) =06, 208 weeks( -/+ 1 week) =07",,duplicated variable,,
5,collect,ext_crypto_cr_cbl_2000::collect,ext_crypto_cr_cbl_2000,keep,,Blood collected?,"1 = Yes, 2 = No",,duplicated variable,,
6,doc,ext_crypto_cr_cbl_2000::doc,ext_crypto_cr_cbl_2000,keep,,Date of collection;," 09/09/9999 = not collected,  08/08/8888 = not collected, during COVID-19 pandemic (April 2020 to August 2020)",,duplicated variable,,
1,pid,ext_crypto_cr_cbl_2000::pid,ext_crypto_cr_cbl_2000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_cbl_2000::site,ext_crypto_cr_cbl_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_cr_cbl_2000::specid,ext_crypto_cr_cbl_2000,keep,,Child blood sample ID,( Blood code =33) [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,duplicated variable,,
7,amount,ext_crypto_cr_cbl_3000::amount,ext_crypto_cr_cbl_3000,keep,,Amount of blood ( ml),,,duplicated variable,,
3,blno,ext_crypto_cr_cbl_3000::blno,ext_crypto_cr_cbl_3000,keep,,Blood Serial Number : (Number 01-08 ),"18 weeks  ( -/+ 1 week) =01, 52 weeks ( -/+ 1 week) =02, 78 weeks  ( -/+ 1 week) =03,  104 weeks( -/+ 1 week) =04, 130 weeks( -/+ 1 week) =05, 157 weeks( -/+ 1 week) =06, 208 weeks( -/+ 1 week) =07",,duplicated variable,,
5,collect,ext_crypto_cr_cbl_3000::collect,ext_crypto_cr_cbl_3000,keep,,Blood collected?,"1 = Yes, 2 = No",,duplicated variable,,
6,doc,ext_crypto_cr_cbl_3000::doc,ext_crypto_cr_cbl_3000,keep,,Date of collection;," 09/09/9999 = not collected,  08/08/8888 = not collected, during COVID-19 pandemic (April 2020 to August 2020)",,duplicated variable,,
1,pid,ext_crypto_cr_cbl_3000::pid,ext_crypto_cr_cbl_3000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_cbl_3000::site,ext_crypto_cr_cbl_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
4,specid,ext_crypto_cr_cbl_3000::specid,ext_crypto_cr_cbl_3000,keep,,Child blood sample ID ( Blood code =33)   [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ],,,duplicated variable,,
19,antib1,ext_crypto_cr_diarep_2000::antib1,ext_crypto_cr_diarep_2000,keep,,"If antibiotics prescribed today, which one(s)?  (use drug Code List). 99=not applicable",99=not applicable,,duplicated variable,,
20,antib2,ext_crypto_cr_diarep_2000::antib2,ext_crypto_cr_diarep_2000,keep,,"If antibiotics prescribed today, which one(s)?  (Use drug Code List). 99=not applicable",99=not applicable,,duplicated variable,,
21,antib3,ext_crypto_cr_diarep_2000::antib3,ext_crypto_cr_diarep_2000,keep,,"If antibiotics prescribed today, which one(s)?  (Use drug Code List). 99=not applicable",99=not applicable,,duplicated variable,,
18,antibiotic,ext_crypto_cr_diarep_2000::antibiotic,ext_crypto_cr_diarep_2000,keep,,Antibiotic treatment history for this episode,"1 = None, 2 = Antibiotics taken pre-visit, 3 = Antibiotics prescribed at visit (list types below)",,duplicated variable,,
15,blood,ext_crypto_cr_diarep_2000::blood,ext_crypto_cr_diarep_2000,keep,,Blood present?,"1=yes, 2=no",,duplicated variable,,
14,consis,ext_crypto_cr_diarep_2000::consis,ext_crypto_cr_diarep_2000,keep,,Consistency of current stool,"1 = Loose/Soft, 2 = Liquid/Thick Liquid, 3 = Opaque Watery, 4 = Rice Watery/ Clear Watery",,duplicated variable,,
16,dehyd,ext_crypto_cr_diarep_2000::dehyd,ext_crypto_cr_diarep_2000,keep,,Dehydration assessment (points for Ruuska score),"1 = None (0 points), 2 = Any one of the following symptoms (2 points): (Skin tenting, Sunken eyes, Dry mucus membranes),  3 = More than one of the above symptoms (3 points)",,duplicated variable,,
5,diarend,ext_crypto_cr_diarep_2000::diarend,ext_crypto_cr_diarep_2000,keep,,End Date of diarrhea for this episode(DD/MM/YYYY),,,duplicated variable,,
4,diarstrt,ext_crypto_cr_diarep_2000::diarstrt,ext_crypto_cr_diarep_2000,keep,,First date of diarrhea for this episode(DD/MM/YYYY),,,duplicated variable,,
3,doi,ext_crypto_cr_diarep_2000::doi,ext_crypto_cr_diarep_2000,keep,,Date of interview (DD/MM/YYYY),,,duplicated variable,,
6,duradiar,ext_crypto_cr_diarep_2000::duradiar,ext_crypto_cr_diarep_2000,keep,,Duration of diarrhea in days( Points for Ruuska score),"1-4 days=1 point, 5 days= 2 points, >=6 days= 3 points",,duplicated variable,,
10,duravomi,ext_crypto_cr_diarep_2000::duravomi,ext_crypto_cr_diarep_2000,keep,,Duration of vomiting in days( Points for Ruuska score),"0 day= 0 points (vomit start and end date must be (09/09/9999), 1 day=1 Point, 2 days= 2 Points, >=3 days= 3 Points",,duplicated variable,,
7,maxdiar,ext_crypto_cr_diarep_2000::maxdiar,ext_crypto_cr_diarep_2000,keep,,Maximum frequency of diarrhea for this episode  ( Points for Ruuska score),"1-3 = 1 Point, 4-5= 2 Points, >= 6=3 Points",,duplicated variable,,
11,maxvomi,ext_crypto_cr_diarep_2000::maxvomi,ext_crypto_cr_diarep_2000,keep,,Maximum frequency of vomiting for this episode. ( Points for Ruuska score),"0 day= 0 points (vomi start and end date must be (09/09/9999), 1=1 Point, 2-4 = 2 Points, >=5= 3 Points",,duplicated variable,,
1,pid,ext_crypto_cr_diarep_2000::pid,ext_crypto_cr_diarep_2000,discard,,ID,,,duplicated variable,,
17,rehyd,ext_crypto_cr_diarep_2000::rehyd,ext_crypto_cr_diarep_2000,keep,,Rehydration treatment prescribed today(points for Ruuska score),"1 = None (0 points), 2 = ORS (1 point), 3 =  I.V. fluid (2 points)",,duplicated variable,,
2,site,ext_crypto_cr_diarep_2000::site,ext_crypto_cr_diarep_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
13,temp,ext_crypto_cr_diarep_2000::temp,ext_crypto_cr_diarep_2000,keep,,Temperature (0  C))( Points for Ruuska score),"Up to 37.0C = 0 Points, 37.1 to 37.90C = 1 point, 38.0 to 38.40C = 2 points, 38.5 to 38.90C = 3 Points,  >=39.0C= 4 Points",,duplicated variable,,
9,vomiend,ext_crypto_cr_diarep_2000::vomiend,ext_crypto_cr_diarep_2000,keep,,Date of last  day of Vomiting for this episode,,,duplicated variable,,
8,vomistrt,ext_crypto_cr_diarep_2000::vomistrt,ext_crypto_cr_diarep_2000,keep,,Date of first day of Vomiting for this episode,,,duplicated variable,,
12,wt,ext_crypto_cr_diarep_2000::wt,ext_crypto_cr_diarep_2000,keep,,Weight of the baby today in Kg,,,duplicated variable,,
19,antib1,ext_crypto_cr_diarep_3000::antib1,ext_crypto_cr_diarep_3000,keep,,"If antibiotics prescribed today, which one(s)?  (use drug Code List). 99=not applicable",99=not applicable,,duplicated variable,,
20,antib2,ext_crypto_cr_diarep_3000::antib2,ext_crypto_cr_diarep_3000,keep,,"If antibiotics prescribed today, which one(s)?  (use drug Code List). 99=not applicable",99=not applicable,,duplicated variable,,
21,antib3,ext_crypto_cr_diarep_3000::antib3,ext_crypto_cr_diarep_3000,keep,,"If antibiotics prescribed today, which one(s)?  (use drug Code List). 99=not applicable",99=not applicable,,duplicated variable,,
18,antibiotic,ext_crypto_cr_diarep_3000::antibiotic,ext_crypto_cr_diarep_3000,keep,,Antibiotic treatment history for this episode,"1 = None, 2 = Antibiotics taken pre-visit, 3 = Antibiotics prescribed at visit (list types below)",,duplicated variable,,
15,blood,ext_crypto_cr_diarep_3000::blood,ext_crypto_cr_diarep_3000,keep,,Blood present?,"1=yes, 2=no",,duplicated variable,,
14,consis,ext_crypto_cr_diarep_3000::consis,ext_crypto_cr_diarep_3000,keep,,Consistency of current stool,"1 = Loose/Soft, 2 = Liquid/Thick Liquid, 3 = Opaque Watery, 4 = Rice Watery/ Clear Watery",,duplicated variable,,
16,dehyd,ext_crypto_cr_diarep_3000::dehyd,ext_crypto_cr_diarep_3000,keep,,Dehydration assessment (points for Ruuska score),"1 = None (0 points), 2 = Any one of the following symptoms (2 points): (Skin tenting, Sunken eyes, Dry mucus membranes),  3 = More than one of the above symptoms (3 points)",,duplicated variable,,
5,diarend,ext_crypto_cr_diarep_3000::diarend,ext_crypto_cr_diarep_3000,keep,,End Date of diarrhea for this episode(DD/MM/YYYY),,,duplicated variable,,
4,diarstrt,ext_crypto_cr_diarep_3000::diarstrt,ext_crypto_cr_diarep_3000,keep,,First date of diarrhea for this episode(DD/MM/YYYY),,,duplicated variable,,
3,doi,ext_crypto_cr_diarep_3000::doi,ext_crypto_cr_diarep_3000,keep,,Date of interview (DD/MM/YYYY),,,duplicated variable,,
6,duradiar,ext_crypto_cr_diarep_3000::duradiar,ext_crypto_cr_diarep_3000,keep,,Duration of diarrhea in days( Points for Ruuska score),"1-4 days=1 point, 5 days= 2 points, >=6 days= 3 points",,duplicated variable,,
10,duravomi,ext_crypto_cr_diarep_3000::duravomi,ext_crypto_cr_diarep_3000,keep,,Duration of vomiting in days( Points for Ruuska score),"0 day= 0 points (vomit start and end date must be (09/09/9999), 1 day=1 Point, 2 days= 2 Points, >=3 days= 3 Points",,duplicated variable,,
7,maxdiar,ext_crypto_cr_diarep_3000::maxdiar,ext_crypto_cr_diarep_3000,keep,,Maximum frequency of diarrhea for this episode  ( Points for Ruuska score),"1-3 = 1 Point, 4-5= 2 Points, >= 6=3 Points",,duplicated variable,,
11,maxvomi,ext_crypto_cr_diarep_3000::maxvomi,ext_crypto_cr_diarep_3000,keep,,Maximum frequency of vomiting for this episode. ( Points for Ruuska score),"0 day= 0 points (vomi start and end date must be (09/09/9999), 1=1 Point, 2-4 = 2 Points, >=5= 3 Points",,duplicated variable,,
1,pid,ext_crypto_cr_diarep_3000::pid,ext_crypto_cr_diarep_3000,discard,,ID,,,duplicated variable,,
17,rehyd,ext_crypto_cr_diarep_3000::rehyd,ext_crypto_cr_diarep_3000,keep,,Rehydration treatment prescribed today(points for Ruuska score),"1 = None (0 points), 2 = ORS (1 point), 3 =  I.V. fluid (2 points)",,duplicated variable,,
2,site,ext_crypto_cr_diarep_3000::site,ext_crypto_cr_diarep_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
13,temp,ext_crypto_cr_diarep_3000::temp,ext_crypto_cr_diarep_3000,keep,,Temperature (0  C))( Points for Ruuska score),"Up to 37.0C = 0 Points, 37.1 to 37.90C = 1 point, 38.0 to 38.40C = 2 points, 38.5 to 38.90C = 3 Points,  >=39.0C= 4 Points",,duplicated variable,,
9,vomiend,ext_crypto_cr_diarep_3000::vomiend,ext_crypto_cr_diarep_3000,keep,,Date of last  day of Vomiting for this episode,,,duplicated variable,,
8,vomistrt,ext_crypto_cr_diarep_3000::vomistrt,ext_crypto_cr_diarep_3000,keep,,Date of first day of Vomiting for this episode,,,duplicated variable,,
12,wt,ext_crypto_cr_diarep_3000::wt,ext_crypto_cr_diarep_3000,keep,,Weight of the baby today in Kg,,,duplicated variable,,
12,antibiotic,ext_crypto_cr_diarr_2000::antibiotic,ext_crypto_cr_diarr_2000,keep,,Child on antibiotics,"1=Yes, 2=No   ",,duplicated variable,,
10,blood,ext_crypto_cr_diarr_2000::blood,ext_crypto_cr_diarr_2000,keep,,Blood in stool,"1=Yes, 2=No   ",,duplicated variable,,
11,collect,ext_crypto_cr_diarr_2000::collect,ext_crypto_cr_diarr_2000,keep,,Stool collected today for this episode,"1=Yes, 2=No   ",,duplicated variable,,
7,diarrhea,ext_crypto_cr_diarr_2000::diarrhea,ext_crypto_cr_diarr_2000,keep,,Diarrhea today?  >3 abnormally loose stools in 24 hours Diarrhea=2 then following variable are coded 99=N/A," 1=Yes, 2=No   ",,duplicated variable,,
3,doc,ext_crypto_cr_diarr_2000::doc,ext_crypto_cr_diarr_2000,keep,,Date (Date of visit),,,duplicated variable,,
4,hist_bf,ext_crypto_cr_diarr_2000::hist_bf,ext_crypto_cr_diarr_2000,keep,,Baby Feeding (BF) History:," BF code: 1=BM (Breast Milk) only, 2=TM(Top Milk) only, 3=BM + TM, 4=BM + Other, 5=TM + Other, 6=No milk",,duplicated variable,,
9,mucus,ext_crypto_cr_diarr_2000::mucus,ext_crypto_cr_diarr_2000,keep,,Mucus in stool,"1=Yes, 2=No   ",,duplicated variable,,
13,ors,ext_crypto_cr_diarr_2000::ors,ext_crypto_cr_diarr_2000,keep,,Use of ORS,"1=Yes, 2=No   ",,duplicated variable,,
1,pid,ext_crypto_cr_diarr_2000::pid,ext_crypto_cr_diarr_2000,discard,,ID,,,duplicated variable,,
2,site,ext_crypto_cr_diarr_2000::site,ext_crypto_cr_diarr_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
8,st24hr,ext_crypto_cr_diarr_2000::st24hr,ext_crypto_cr_diarr_2000,keep,,No. diarrheal stools in last 24 hrs,,,duplicated variable,,
6,temp,ext_crypto_cr_diarr_2000::temp,ext_crypto_cr_diarr_2000,keep,,"Temperature (C), measured only when FRA visits the household",99.9=not available,,duplicated variable,,
5,vomi,ext_crypto_cr_diarr_2000::vomi,ext_crypto_cr_diarr_2000,keep,,Vomiting (in no.) (in number),,,duplicated variable,,
14,zinc,ext_crypto_cr_diarr_2000::zinc,ext_crypto_cr_diarr_2000,keep,,Use of Zinc,"1=Yes, 2=No   ",,duplicated variable,,
12,antibiotic,ext_crypto_cr_diarr_3000::antibiotic,ext_crypto_cr_diarr_3000,keep,,Child on antibiotics,"1=Yes, 2=No   ",,duplicated variable,,
10,blood,ext_crypto_cr_diarr_3000::blood,ext_crypto_cr_diarr_3000,keep,,Blood in stool,"1=Yes, 2=No   ",,duplicated variable,,
11,collect,ext_crypto_cr_diarr_3000::collect,ext_crypto_cr_diarr_3000,keep,,Stool collected today for this episode,"1=Yes, 2=No   ",,duplicated variable,,
7,diarrhea,ext_crypto_cr_diarr_3000::diarrhea,ext_crypto_cr_diarr_3000,keep,,Diarrhea today?  >3 abnormally loose stools in 24 hours Diarrhea=2 then following variable are coded 99=N/A," 1=Yes, 2=No   ",,duplicated variable,,
