colOrder,variable,uniqueVar,dataFile,keepDiscard,notesForDL,codebookDescription,codebookValues,timeVarying,duplicated,dateTime,flag
61,agent_e,ext_crypto_ses_2000::agent_e,ext_crypto_ses_2000,keep,,CLEANING infant's anus:  codes same as AGENT_A,,,duplicated variable,,
32,almirah,ext_crypto_ses_2000::almirah,ext_crypto_ses_2000,keep,,Almeria,"1 = Yes, 2 = No",,duplicated variable,,
35,bench,ext_crypto_ses_2000::bench,ext_crypto_ses_2000,keep,,Bench,"1 = Yes, 2 = No",,duplicated variable,,
40,bl_cycle,ext_crypto_ses_2000::bl_cycle,ext_crypto_ses_2000,keep,,Bicycle,"1 = Yes, 2 = No",,duplicated variable,,
34,chair,ext_crypto_ses_2000::chair,ext_crypto_ses_2000,keep,,Chair,"1 = Yes, 2 = No",,duplicated variable,,
5,children,ext_crypto_ses_2000::children,ext_crypto_ses_2000,keep,,Number of living children.,,,duplicated variable,,
37,cot,ext_crypto_ses_2000::cot,ext_crypto_ses_2000,keep,,Cot or bed,"1 = Yes, 2 = No",,duplicated variable,,
3,doi,ext_crypto_ses_2000::doi,ext_crypto_ses_2000,keep,,Date of Interview,,,duplicated variable,,
69,drain,ext_crypto_ses_2000::drain,ext_crypto_ses_2000,keep,,Open drain beside your house.,"1 = Yes, 2 = No",,duplicated variable,,
29,electric,ext_crypto_ses_2000::electric,ext_crypto_ses_2000,keep,,Electricity,"1 = Yes, 2 = No",,duplicated variable,,
22,expn,ext_crypto_ses_2000::expn,ext_crypto_ses_2000,keep,,Monthly Total expenditure (in taka),,,duplicated variable,,
12,f_edu,ext_crypto_ses_2000::f_edu,ext_crypto_ses_2000,keep,,"Father education (please see code list in worksheet """"""""SES_OCCU_EDU_CODES"""""""")",,,duplicated variable,,
14,f_occu,ext_crypto_ses_2000::f_occu,ext_crypto_ses_2000,keep,,"Father occupation (please see code list in worksheet """"""""SES_OCCU_EDU_CODES"""""""")",,,duplicated variable,,
10,family_tp,ext_crypto_ses_2000::family_tp,ext_crypto_ses_2000,keep,,Family type,"1 = Nuclear, 2 = Joint",,duplicated variable,,
43,fan,ext_crypto_ses_2000::fan,ext_crypto_ses_2000,keep,,Fan,"1 = Yes, 2 = No",,duplicated variable,,
26,floor,ext_crypto_ses_2000::floor,ext_crypto_ses_2000,keep,,What is the principal type of flooring in your dwelling?,"1 = Earth, 2 = Bamboo/ Wood, 3 = Cement/Tiles",,duplicated variable,,
68,fuel,ext_crypto_ses_2000::fuel,ext_crypto_ses_2000,keep,,Type of cooking fuel.,"1 = Gas, 2 = Electric stove, 3 = Wood, 4 = Kerosene oil stove, 5 = Animal dung, 6 = Garments products, 7= Others specify",,duplicated variable,,
30,gas,ext_crypto_ses_2000::gas,ext_crypto_ses_2000,keep,,Cooking Gas,"1 = Yes, 2 = No",,duplicated variable,,
18,h_income,ext_crypto_ses_2000::h_income,ext_crypto_ses_2000,keep,,Household (HH) head income,,,duplicated variable,,
48,hh_class,ext_crypto_ses_2000::hh_class,ext_crypto_ses_2000,keep,,"In terms of household food availability, how do you classify your house                            ","1 = Deficit in whole year, 2 = Sometimes deficit, 3 = Neither deficit nor surplus, 4 = Surplus",,duplicated variable,,
46,hh_drink,ext_crypto_ses_2000::hh_drink,ext_crypto_ses_2000,keep,,What is the principal source of household drinking water?,"1 = Municipality supply/piped water, 2 = Own arrangement by pump, 3 = Tube well, 4 = Well/Pond/Canal",,duplicated variable,,
24,hh_expen,ext_crypto_ses_2000::hh_expen,ext_crypto_ses_2000,keep,,"Family expenditure: (Food, Cloths, Utility bills i.e. electricity, Gas, water)",,,duplicated variable,,
7,hh_live,ext_crypto_ses_2000::hh_live,ext_crypto_ses_2000,keep,,How long have you lived in current household in years?,"00 = < 1 year, 01 = 1 year, 02 = 2 years, 03 = 3 years, 04 = 4 years",,duplicated variable,,
23,hh_rent,ext_crypto_ses_2000::hh_rent,ext_crypto_ses_2000,keep,,House rent,,,duplicated variable,,
50,how_a,ext_crypto_ses_2000::how_a,ext_crypto_ses_2000,keep,,How to wash hand before/after FEEDING.,"1 = Left hand, 2 = Right hand, 3 = Both hands, 9 = None",,duplicated variable,,
53,how_b,ext_crypto_ses_2000::how_b,ext_crypto_ses_2000,keep,,EATING: codes same as HOW_A,,,duplicated variable,,
56,how_c,ext_crypto_ses_2000::how_c,ext_crypto_ses_2000,keep,,DEFECATING:  codes same as HOW_A,,,duplicated variable,,
59,how_d,ext_crypto_ses_2000::how_d,ext_crypto_ses_2000,keep,,CLEANING infants bottle : codes same as HOW_A,,,duplicated variable,,
62,how_e,ext_crypto_ses_2000::how_e,ext_crypto_ses_2000,keep,,CLEANING infant's anus:  codes same as HOW_A,,,duplicated variable,,
17,income,ext_crypto_ses_2000::income,ext_crypto_ses_2000,keep,,Total monthly Income (in taka). **Calculating answer to 12a. Add all incomes together and put total income.,,,duplicated variable,,
67,kitchen,ext_crypto_ses_2000::kitchen,ext_crypto_ses_2000,keep,,Place for cooking for household.," 1 = Inside house, 2 = Separate building, 3 = Outdoors, 4 = Other specify",,duplicated variable,,
13,m_edu,ext_crypto_ses_2000::m_edu,ext_crypto_ses_2000,keep,,"Mother education (please see code list in worksheet """"""""SES_OCCU_EDU_CODES"""""""")",,,duplicated variable,,
19,m_income,ext_crypto_ses_2000::m_income,ext_crypto_ses_2000,keep,,"Mother's income: If HH head, enter zeros",,,duplicated variable,,
15,m_occu,ext_crypto_ses_2000::m_occu,ext_crypto_ses_2000,keep,,"Mother occupation (please see code list in worksheet """"""""SES_OCCU_EDU_CODES"""""""")",,,duplicated variable,,
11,maid,ext_crypto_ses_2000::maid,ext_crypto_ses_2000,keep,,Household domestic workers (maid).,"1 = Yes, 2 = No",,duplicated variable,,
4,member,ext_crypto_ses_2000::member,ext_crypto_ses_2000,keep,,How many members are in your household?,,,duplicated variable,,
41,mo_cycle,ext_crypto_ses_2000::mo_cycle,ext_crypto_ses_2000,keep,,Motorcycle,"1 = Yes, 2 = No",,duplicated variable,,
8,n_room,ext_crypto_ses_2000::n_room,ext_crypto_ses_2000,keep,,Number of rooms in current household,,,duplicated variable,,
66,nail,ext_crypto_ses_2000::nail,ext_crypto_ses_2000,keep,,Frequency of nail cutting of mother.,"1 = Once in a week, 2 = Twice a month, 3 = Once a month, 4 = Once in quarter",,duplicated variable,,
44,newspaper,ext_crypto_ses_2000::newspaper,ext_crypto_ses_2000,keep,,Do you read newspaper?,"1 = Regular,2 = Irregularly & 3 = No",,duplicated variable,,
25,o_expen,ext_crypto_ses_2000::o_expen,ext_crypto_ses_2000,keep,,"Other expenditure: (Festival, Medical, Education, gift etc.)",,,duplicated variable,,
20,o_income,ext_crypto_ses_2000::o_income,ext_crypto_ses_2000,keep,,Other member's income,,,duplicated variable,,
16,ownhh,ext_crypto_ses_2000::ownhh,ext_crypto_ses_2000,keep,,Do you own the house you live in? (1=yes & 2=no),,,duplicated variable,,
31,phone,ext_crypto_ses_2000::phone,ext_crypto_ses_2000,keep,,Telephone/Mobile,"1 = Yes, 2 = No",,duplicated variable,,
1,pid,ext_crypto_ses_2000::pid,ext_crypto_ses_2000,discard,,ID,,,duplicated variable,,
38,radio,ext_crypto_ses_2000::radio,ext_crypto_ses_2000,keep,,Working Radio,"1 = Yes, 2 = No",,duplicated variable,,
28,roof,ext_crypto_ses_2000::roof,ext_crypto_ses_2000,keep,,What is the principal roofing material in your house?,"1 = Natural material (straw), 2 = Rudimentary roofing (polythene or mixed with mud), 3 = Finished roof (concrete), 4 = Tin roof",,duplicated variable,,
21,s_income,ext_crypto_ses_2000::s_income,ext_crypto_ses_2000,keep,,Other sources income,,,duplicated variable,,
42,sewing,ext_crypto_ses_2000::sewing,ext_crypto_ses_2000,keep,,Sewing machine,"1 = Yes, 2 = No",,duplicated variable,,
6,sibling,ext_crypto_ses_2000::sibling,ext_crypto_ses_2000,keep,,"Number of siblings under 5 years, excluding enrolled child",,,duplicated variable,,
2,site,ext_crypto_ses_2000::site,ext_crypto_ses_2000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
9,sleep,ext_crypto_ses_2000::sleep,ext_crypto_ses_2000,keep,,Number of people usually sleeping in household.,,,duplicated variable,,
57,souce_c,ext_crypto_ses_2000::souce_c,ext_crypto_ses_2000,keep,,DEFECATING:  codes same as SOURCE_A,,,duplicated variable,,
51,source_a,ext_crypto_ses_2000::source_a,ext_crypto_ses_2000,keep,,Source of water use for FEEDING:,"1 = Municipality supply/piped water, 2 = Own arrangement by pump, 3 = Tube well, 4 = Well/Pond/Canal, 9 = None",,duplicated variable,,
54,source_b,ext_crypto_ses_2000::source_b,ext_crypto_ses_2000,keep,,EATING: codes same as SOURCE_A,,,duplicated variable,,
60,source_d,ext_crypto_ses_2000::source_d,ext_crypto_ses_2000,keep,,CLEANING infants bottle : codes same as SOURCE_A,,,duplicated variable,,
63,source_e,ext_crypto_ses_2000::source_e,ext_crypto_ses_2000,keep,,CLEANING infant's anus:  codes same as SOURCE_A,,,duplicated variable,,
33,table,ext_crypto_ses_2000::table,ext_crypto_ses_2000,keep,,Table,"1 = Yes, 2 = No",,duplicated variable,,
47,toilet,ext_crypto_ses_2000::toilet,ext_crypto_ses_2000,keep,,What is the principal type of TOILET facility used by members of your household?,"1 = Septic tank or toilet, 2 = VIP with water seal, 3 = Water-sealed or slab latrine, 4 = Flash toilet, 5 = Poor flash, 6 = Pit latrine, 7 = Open latrine,  8 = Hanging latrine, 9 = Bush, field as latrine, 10 = VIP",,duplicated variable,,
65,toilet_sh,ext_crypto_ses_2000::toilet_sh,ext_crypto_ses_2000,keep,,Toilet facility shared with other households  (1 = Yes & 2 = No ),,,duplicated variable,,
39,tv,ext_crypto_ses_2000::tv,ext_crypto_ses_2000,keep,,Working TV,"1 = Yes, 2 = No",,duplicated variable,,
27,wall,ext_crypto_ses_2000::wall,ext_crypto_ses_2000,keep,,What is the principal wall material in your house?,"1 = Bamboo/cane/straw/ Jute stick, 2 = Rudimentary walls (mud) or mixed with mud, 3 = Tin wall, 4 = Bricks, cement blocks, concrete walls",,duplicated variable,,
36,watch,ext_crypto_ses_2000::watch,ext_crypto_ses_2000,keep,,Watch or clock,"1 = Yes, 2 = No",,duplicated variable,,
45,watch_tv,ext_crypto_ses_2000::watch_tv,ext_crypto_ses_2000,keep,,Do you listen/watch Radio/TV?,"1 = Regular,2 = Irregularly & 3 = No",,duplicated variable,,
64,water_trt,ext_crypto_ses_2000::water_trt,ext_crypto_ses_2000,keep,,Water treatment methods used,"1 = None, 2 = Let it stand & settle, 3 = Water filter, 4 = Solar disinfection, 5 = Boil, 6 = Strain through cloth, 7 = Add bleach/Chlorine",,duplicated variable,,
49,agent_a,ext_crypto_ses_3000::agent_a,ext_crypto_ses_3000,keep,,Hand Washing Practice:  Type of agent use in hand washing before /after FEEDING.,"Water = 1,   Mud = 2,   Ash = 3, Soap = 4, Other = 5, None=9",,duplicated variable,,
52,agent_b,ext_crypto_ses_3000::agent_b,ext_crypto_ses_3000,keep,,EATING: codes same as AGENT_A,,,duplicated variable,,
55,agent_c,ext_crypto_ses_3000::agent_c,ext_crypto_ses_3000,keep,,DEFECATING: codes same as AGENT_A,,,duplicated variable,,
58,agent_d,ext_crypto_ses_3000::agent_d,ext_crypto_ses_3000,keep,,CLEANING infants bottle : codes same as AGENT_A,,,duplicated variable,,
61,agent_e,ext_crypto_ses_3000::agent_e,ext_crypto_ses_3000,keep,,CLEANING infant's anus:  codes same as AGENT_A,,,duplicated variable,,
32,almirah,ext_crypto_ses_3000::almirah,ext_crypto_ses_3000,keep,,Almeria,"1 = Yes, 2 = No",,duplicated variable,,
35,bench,ext_crypto_ses_3000::bench,ext_crypto_ses_3000,keep,,Bench,"1 = Yes, 2 = No",,duplicated variable,,
40,bl_cycle,ext_crypto_ses_3000::bl_cycle,ext_crypto_ses_3000,keep,,Bicycle,"1 = Yes, 2 = No",,duplicated variable,,
34,chair,ext_crypto_ses_3000::chair,ext_crypto_ses_3000,keep,,Chair,"1 = Yes, 2 = No",,duplicated variable,,
5,children,ext_crypto_ses_3000::children,ext_crypto_ses_3000,keep,,Number of living children.,,,duplicated variable,,
37,cot,ext_crypto_ses_3000::cot,ext_crypto_ses_3000,keep,,Cot or bed,"1 = Yes, 2 = No",,duplicated variable,,
3,doi,ext_crypto_ses_3000::doi,ext_crypto_ses_3000,keep,,Study site,"1 = Mirpur,  2 = Mirzapur",,duplicated variable,,
69,drain,ext_crypto_ses_3000::drain,ext_crypto_ses_3000,keep,,Open drain beside your house.,"1 = Yes, 2 = No",,duplicated variable,,
29,electric,ext_crypto_ses_3000::electric,ext_crypto_ses_3000,keep,,Electricity,"1 = Yes, 2 = No",,duplicated variable,,
22,expn,ext_crypto_ses_3000::expn,ext_crypto_ses_3000,keep,,Monthly Total expenditure (in taka),,,duplicated variable,,
12,f_edu,ext_crypto_ses_3000::f_edu,ext_crypto_ses_3000,keep,,"Father education (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""")",,,duplicated variable,,
14,f_occu,ext_crypto_ses_3000::f_occu,ext_crypto_ses_3000,keep,,"Father occupation (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""")",,,duplicated variable,,
10,family_tp,ext_crypto_ses_3000::family_tp,ext_crypto_ses_3000,keep,,Family type,"1 = Nuclear, 2 = Joint",,duplicated variable,,
43,fan,ext_crypto_ses_3000::fan,ext_crypto_ses_3000,keep,,Fan,"1 = Yes, 2 = No",,duplicated variable,,
26,floor,ext_crypto_ses_3000::floor,ext_crypto_ses_3000,keep,,What is the principal type of flooring in your dwelling?,"1 = Earth, 2 = Bamboo/ Wood, 3 = Cement/Tiles",,duplicated variable,,
68,fuel,ext_crypto_ses_3000::fuel,ext_crypto_ses_3000,keep,,Type of cooking fuel.,"1 = Gas, 2 = Electric stove, 3 = Wood, 4 = Kerosene oil stove, 5 = Animal dung, 6 = Garments products, 7= Others specify",,duplicated variable,,
30,gas,ext_crypto_ses_3000::gas,ext_crypto_ses_3000,keep,,Cooking Gas,"1 = Yes, 2 = No",,duplicated variable,,
18,h_income,ext_crypto_ses_3000::h_income,ext_crypto_ses_3000,keep,,Household (HH) head income,,,duplicated variable,,
48,hh_class,ext_crypto_ses_3000::hh_class,ext_crypto_ses_3000,keep,,"In terms of household food availability, how do you classify your house                            ","1 = Deficit in whole year, 2 = Sometimes deficit, 3 = Neither deficit nor surplus, 4 = Surplus",,duplicated variable,,
46,hh_drink,ext_crypto_ses_3000::hh_drink,ext_crypto_ses_3000,keep,,What is the principal source of household drinking water?,"1 = Municipality supply/piped water, 2 = Own arrangement by pump, 3 = Tube well, 4 = Well/Pond/Canal",,duplicated variable,,
24,hh_expen,ext_crypto_ses_3000::hh_expen,ext_crypto_ses_3000,keep,,"Family expenditure: (Food, Cloths, Utility bills i.e. electricity, Gas, water)",,,duplicated variable,,
7,hh_live,ext_crypto_ses_3000::hh_live,ext_crypto_ses_3000,keep,,How long have you lived in current household in years?,"00 = < 1 year, 01 = 1 year, 02 = 2 years, 03 = 3 years, 04 = 4 years",,duplicated variable,,
23,hh_rent,ext_crypto_ses_3000::hh_rent,ext_crypto_ses_3000,keep,,House rent,,,duplicated variable,,
50,how_a,ext_crypto_ses_3000::how_a,ext_crypto_ses_3000,keep,,How to wash hand before/after FEEDING.,"1 = Left hand, 2 = Right hand, 3 = Both hands, 9 = None",,duplicated variable,,
53,how_b,ext_crypto_ses_3000::how_b,ext_crypto_ses_3000,keep,,EATING: codes same as HOW_A,,,duplicated variable,,
56,how_c,ext_crypto_ses_3000::how_c,ext_crypto_ses_3000,keep,,DEFECATING:  codes same as HOW_A,,,duplicated variable,,
59,how_d,ext_crypto_ses_3000::how_d,ext_crypto_ses_3000,keep,,CLEANING infants bottle : codes same as HOW_A,,,duplicated variable,,
62,how_e,ext_crypto_ses_3000::how_e,ext_crypto_ses_3000,keep,,CLEANING infant's anus:  codes same as HOW_A,,,duplicated variable,,
17,income,ext_crypto_ses_3000::income,ext_crypto_ses_3000,keep,,Total monthly Income (in taka). **Calculating answer to 12a. Add all incomes together and put total income.,,,duplicated variable,,
67,kitchen,ext_crypto_ses_3000::kitchen,ext_crypto_ses_3000,keep,,Place for cooking for household.," 1 = Inside house, 2 = Separate building, 3 = Outdoors, 4 = Other specify",,duplicated variable,,
13,m_edu,ext_crypto_ses_3000::m_edu,ext_crypto_ses_3000,keep,,"Mother education (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""")",,,duplicated variable,,
19,m_income,ext_crypto_ses_3000::m_income,ext_crypto_ses_3000,keep,,"Mother's income: If HH head, enter zeros",,,duplicated variable,,
15,m_occu,ext_crypto_ses_3000::m_occu,ext_crypto_ses_3000,keep,,"Mother occupation (please see code list in worksheet """"""""""""""""SES_OCCU_EDU_CODES"""""""""""""""")",,,duplicated variable,,
11,maid,ext_crypto_ses_3000::maid,ext_crypto_ses_3000,keep,,Household domestic workers (maid).,"1 = Yes, 2 = No",,duplicated variable,,
4,member,ext_crypto_ses_3000::member,ext_crypto_ses_3000,keep,,How many members are in your household?,,,duplicated variable,,
41,mo_cycle,ext_crypto_ses_3000::mo_cycle,ext_crypto_ses_3000,keep,,Motorcycle,"1 = Yes, 2 = No",,duplicated variable,,
8,n_room,ext_crypto_ses_3000::n_room,ext_crypto_ses_3000,keep,,Number of rooms in current household,,,duplicated variable,,
66,nail,ext_crypto_ses_3000::nail,ext_crypto_ses_3000,keep,,Frequency of nail cutting of mother.,"1 = Once in a week, 2 = Twice a month, 3 = Once a month, 4 = Once in quarter",,duplicated variable,,
44,newspaper,ext_crypto_ses_3000::newspaper,ext_crypto_ses_3000,keep,,Do you read newspaper?,"1 = Regular,2 = Irregularly & 3 = No",,duplicated variable,,
25,o_expen,ext_crypto_ses_3000::o_expen,ext_crypto_ses_3000,keep,,"Other expenditure: (Festival, Medical, Education, gift etc.)",,,duplicated variable,,
20,o_income,ext_crypto_ses_3000::o_income,ext_crypto_ses_3000,keep,,Other member's income,,,duplicated variable,,
16,ownhh,ext_crypto_ses_3000::ownhh,ext_crypto_ses_3000,keep,,Do you own the house you live in? (1=yes & 2=no),,,duplicated variable,,
31,phone,ext_crypto_ses_3000::phone,ext_crypto_ses_3000,keep,,Telephone/Mobile,"1 = Yes, 2 = No",,duplicated variable,,
1,pid,ext_crypto_ses_3000::pid,ext_crypto_ses_3000,discard,,ID,,,duplicated variable,,
38,radio,ext_crypto_ses_3000::radio,ext_crypto_ses_3000,keep,,Working Radio,"1 = Yes, 2 = No",,duplicated variable,,
28,roof,ext_crypto_ses_3000::roof,ext_crypto_ses_3000,keep,,What is the principal roofing material in your house?,"1 = Natural material (straw), 2 = Rudimentary roofing (polythene or mixed with mud), 3 = Finished roof (concrete), 4 = Tin roof",,duplicated variable,,
21,s_income,ext_crypto_ses_3000::s_income,ext_crypto_ses_3000,keep,,Other sources income,,,duplicated variable,,
42,sewing,ext_crypto_ses_3000::sewing,ext_crypto_ses_3000,keep,,Sewing machine,"1 = Yes, 2 = No",,duplicated variable,,
6,sibling,ext_crypto_ses_3000::sibling,ext_crypto_ses_3000,keep,,"Number of siblings under 5 years, excluding enrolled child",,,duplicated variable,,
2,site,ext_crypto_ses_3000::site,ext_crypto_ses_3000,keep,,Date of Interview,,,duplicated variable,,
9,sleep,ext_crypto_ses_3000::sleep,ext_crypto_ses_3000,keep,,Number of people usually sleeping in household.,,,duplicated variable,,
57,souce_c,ext_crypto_ses_3000::souce_c,ext_crypto_ses_3000,keep,,DEFECATING:  codes same as SOURCE_A,,,duplicated variable,,
51,source_a,ext_crypto_ses_3000::source_a,ext_crypto_ses_3000,keep,,Source of water use for FEEDING:,"1 = Municipality supply/piped water, 2 = Own arrangement by pump, 3 = Tube well, 4 = Well/Pond/Canal, 9 = None",,duplicated variable,,
54,source_b,ext_crypto_ses_3000::source_b,ext_crypto_ses_3000,keep,,EATING: codes same as SOURCE_A,,,duplicated variable,,
60,source_d,ext_crypto_ses_3000::source_d,ext_crypto_ses_3000,keep,,CLEANING infants bottle : codes same as SOURCE_A,,,duplicated variable,,
63,source_e,ext_crypto_ses_3000::source_e,ext_crypto_ses_3000,keep,,CLEANING infant's anus:  codes same as SOURCE_A,,,duplicated variable,,
33,table,ext_crypto_ses_3000::table,ext_crypto_ses_3000,keep,,Table,"1 = Yes, 2 = No",,duplicated variable,,
47,toilet,ext_crypto_ses_3000::toilet,ext_crypto_ses_3000,keep,,What is the principal type of TOILET facility used by members of your household?,"1 = Septic tank or toilet, 2 = VIP with water seal, 3 = Water-sealed or slab latrine, 4 = Flash toilet, 5 = Poor flash, 6 = Pit latrine, 7 = Open latrine,  8 = Hanging latrine, 9 = Bush, field as latrine, 10 = VIP",,duplicated variable,,
65,toilet_sh,ext_crypto_ses_3000::toilet_sh,ext_crypto_ses_3000,keep,,Toilet facility shared with other households  (1 = Yes & 2 = No ),,,duplicated variable,,
