"colOrder","variable","uniqueVar","dataFile","IRI","label","definition","parentLabel","parentIRI","category","codebookDescription","notesForDL","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","type","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType","flag"
5,"ht","ext_crypt_sb_fuv::ht","ext_crypt_sb_fuv","","","","","","","Length of the child in cm (999.9 means not collected)","","","","","","","","","","","","","","","",""
7,"q6a","ext_crypt_sb_fuv::q6a","ext_crypt_sb_fuv","","","","","","","Date of L/M procedure","","","","","","","","","","","","","","","",""
8,"q6b","ext_crypt_sb_fuv::q6b","ext_crypt_sb_fuv","","","","","","","Pre L/M urine specimen ID (Pre L/M specimen no 1) ( Urine specimen code 44)","","","","","","","","","","","","","","","",""
9,"q6c","ext_crypt_sb_fuv::q6c","ext_crypt_sb_fuv","","","","","","","Was pre L/M urine collected?)","","","","","","","","","","","","","","","",""
10,"q6d","ext_crypt_sb_fuv::q6d","ext_crypt_sb_fuv","","","","","","","Was (10 ml) of Pre L/M urine stored with preservative?","","","","","","","","","","","","","","","",""
11,"q6e","ext_crypt_sb_fuv::q6e","ext_crypt_sb_fuv","","","","","","","Quantity of L/M solution administered in ml (2 ml / kg)","","","","","","","","","","","","","","","",""
12,"q6f","ext_crypt_sb_fuv::q6f","ext_crypt_sb_fuv","","","","","","","Start time of testing (time solution administration completed) (considering time in 24 Hr scale)","","","","","","","","","","","","","","","",""
13,"q6g","ext_crypt_sb_fuv::q6g","ext_crypt_sb_fuv","","","","","","","End time of L/M urine collection   (considering time in 24 Hr scale)","","","","","","","","","","","","","","","",""
14,"q6h","ext_crypt_sb_fuv::q6h","ext_crypt_sb_fuv","","","","","","","Total L/M urine volume (ml)","","","","","","","","","","","","","","","",""
15,"q6i","ext_crypt_sb_fuv::q6i","ext_crypt_sb_fuv","","","","","","","Was (10 ml) of L/M urine stored with preservative?","","","","","","","","","","","","","","","",""
16,"q6j","ext_crypt_sb_fuv::q6j","ext_crypt_sb_fuv","","","","","","","Post L/M urine specimen ID","","","","","","","","","","","","","","","",""
17,"q7a","ext_crypt_sb_fuv::q7a","ext_crypt_sb_fuv","","","","","","","Blood specimen ID (Child blood code 33)","","","","","","","","","","","","","","","",""
18,"q7b","ext_crypt_sb_fuv::q7b","ext_crypt_sb_fuv","","","","","","","Was blood collected?","","","","","","","","","","","","","","","",""
19,"q7c","ext_crypt_sb_fuv::q7c","ext_crypt_sb_fuv","","","","","","","Date of Blood collection. (If not collected, enter 09/09/9999)","","","","","","","","","","","","","","","",""
20,"q7d","ext_crypt_sb_fuv::q7d","ext_crypt_sb_fuv","","","","","","","Amount of blood specimen in ml","","","","","","","","","","","","","","","",""
21,"q8a","ext_crypt_sb_fuv::q8a","ext_crypt_sb_fuv","","","","","","","Specimen ID (Child oral fluid code 77)","","","","","","","","","","","","","","","",""
22,"q8b","ext_crypt_sb_fuv::q8b","ext_crypt_sb_fuv","","","","","","","Child oral fluid collected?","","","","","","","","","","","","","","","",""
23,"q8c","ext_crypt_sb_fuv::q8c","ext_crypt_sb_fuv","","","","","","","Date of oral fluid collection. (If not collected, enter 09/09/9999)","","","","","","","","","","","","","","","",""
29,"q8d_doco","ext_crypt_sb_fuv::q8d_doco","ext_crypt_sb_fuv","","","","","","","IF Q8d_oc=3 then valid date otherwise 09/09/9999","","","","","","","","","","","","","","","",""
27,"q8d_docp","ext_crypt_sb_fuv::q8d_docp","ext_crypt_sb_fuv","","","","","","","IF Q8d_PW=2 then valid date otherwise 09/09/9999","","","","","","","","","","","","","","","",""
25,"q8d_docs","ext_crypt_sb_fuv::q8d_docs","ext_crypt_sb_fuv","","","","","","","IF Q8d_SM=1 then valid date otherwise 09/09/9999","","","","","","","","","","","","","","","",""
28,"q8d_oc","ext_crypt_sb_fuv::q8d_oc","ext_crypt_sb_fuv","","","","","","","Oral fluid collection in Oracol device","","","","","","","","","","","","","","","",""
26,"q8d_pw","ext_crypt_sb_fuv::q8d_pw","ext_crypt_sb_fuv","","","","","","","Oral fluid collection in Purwrap device","","","","","","","","","","","","","","","",""
24,"q8d_sm","ext_crypt_sb_fuv::q8d_sm","ext_crypt_sb_fuv","","","","","","","Oral fluid collection in Salimetrics device","","","","","","","","","","","","","","","",""
30,"q9a","ext_crypt_sb_fuv::q9a","ext_crypt_sb_fuv","","","","","","","Specimen ID (SIBO  stool code 88, Clinic visit will be sequential)","","","","","","","","","","","","","","","",""
31,"q9b","ext_crypt_sb_fuv::q9b","ext_crypt_sb_fuv","","","","","","","Stool collected?","","","","","","","","","","","","","","","",""
32,"q9c","ext_crypt_sb_fuv::q9c","ext_crypt_sb_fuv","","","","","","","Date of stool collection.  (If not collected, enter09/09/9999)","","","","","","","","","","","","","","","",""
3,"visitnum","ext_crypt_sb_fuv::visitnum","ext_crypt_sb_fuv","","","","","","","Visit Number","","","","","","","","","","","","","","","",""
4,"wt","ext_crypt_sb_fuv::wt","ext_crypt_sb_fuv","","","","","","","Weight of the child in kg (99.99 means not collected)","","","","","","","","","","","","","","","",""
5,"chwheeze","ext_crypt_wztalsc::chwheeze","ext_crypt_wztalsc","","","","","","","What is the character of the wheeze? Codes:","","","","","","","","","","","","","","","",""
6,"cyanosis","ext_crypt_wztalsc::cyanosis","ext_crypt_wztalsc","","","","","","","Does the child have cyanosis?","","","","","","","","","","","","","","","",""
2,"dov","ext_crypt_wztalsc::dov","ext_crypt_wztalsc","","","","","","","Date of clinic visit","","","","","","","","","","","","","","","",""
7,"muscle","ext_crypt_wztalsc::muscle","ext_crypt_wztalsc","","","","","","","Accessory respiratory muscle utilization; Codes:","","","","","","","","","","","","","","","",""
4,"respira","ext_crypt_wztalsc::respira","ext_crypt_wztalsc","","","","","","","What is the respiratory rate (breaths/minute)","","","","","","","","","","","","","","","",""
8,"total","ext_crypt_wztalsc::total","ext_crypt_wztalsc","","","","","","","Total Score (#3 through #5)","","","","","","","","","","","","","","","",""
3,"visitnum","ext_crypt_wztalsc::visitnum","ext_crypt_wztalsc","","","","","","","Visit number (01, 02, 03)","","","","","","","","","","","","","","","",""
8,"activities","ext_crypt_wztrack::activities","ext_crypt_wztrack","","","","","","","During the past 12 weeks, how limited was the child in performing normal activities by cough or wheeze?","","","","","","","","","","","","","","","",""
9,"albutero","ext_crypt_wztrack::albutero","ext_crypt_wztrack","","","","","","","During the past 12 weeks, how many days a week did the child use albuterol to treat his or her respiratory symptoms, such as cough or wheeze?","","","","","","","","","","","","","","","",""
14,"antibiotic","ext_crypt_wztrack::antibiotic","ext_crypt_wztrack","","","","","","","Antibiotic","","","","","","","","","","","","","","","",""
6,"cough","ext_crypt_wztrack::cough","ext_crypt_wztrack","","","","","","","During the past 12 weeks, how many days a week did the child have cough or wheeze (for example, breathing that makes a high pitched whistling or squeaking sound from the chest)?","","","","","","","","","","","","","","","",""
2,"doi","ext_crypt_wztrack::doi","ext_crypt_wztrack","","","","","","","Date of Interview - collected every 4 months; 09/09/1999 = Missed","","","","","","","","","","","","","","","",""
4,"enddate","ext_crypt_wztrack::enddate","ext_crypt_wztrack","","","","","","","Period of interview (End date)","","","","","","","","","","","","","","","",""
15,"inhaled","ext_crypt_wztrack::inhaled","ext_crypt_wztrack","","","","","","","Inhaled Beta agonist","","","","","","","","","","","","","","","",""
10,"oralstr","ext_crypt_wztrack::oralstr","ext_crypt_wztrack","","","","","","","In the past 12 weeks, how many days did the child take oral steroids to treat episodes of cough or wheeze?","","","","","","","","","","","","","","","",""
12,"purchase","ext_crypt_wztrack::purchase","ext_crypt_wztrack","","","","","","","Has the parent purchased or received medication for respiratory symptoms from anywhere other than this clinic? ()","","","","","","","","","","","","","","","",""
11,"score","ext_crypt_wztrack::score","ext_crypt_wztrack","","","","","","","Total Score (#4 through #8);","","","","","","","","","","","","","","","",""
7,"sleep","ext_crypt_wztrack::sleep","ext_crypt_wztrack","","","","","","","During the past 12 weeks, how often was the childâ€™s sleep disrupted by cough or wheeze?","","","","","","","","","","","","","","","",""
13,"steroid","ext_crypt_wztrack::steroid","ext_crypt_wztrack","","","","","","","Steroid","","","","","","","","","","","","","","","",""
3,"strtdate","ext_crypt_wztrack::strtdate","ext_crypt_wztrack","","","","","","","Period of interview (Start date)","","","","","","","","","","","","","","","",""
5,"visitnum","ext_crypt_wztrack::visitnum","ext_crypt_wztrack","","","","","","","Interview number (01, 02, 03)","","","","","","","","","","","","","","","",""
3,"dob","ext_crypto_cenr_2000::dob","ext_crypto_cenr_2000","","","","","","","Date of Birth (DD/MM/YYYY)","","","","","","","","","","","","","","","",""
10,"doc","ext_crypto_cenr_2000::doc","ext_crypto_cenr_2000","","","","","","","Birth weight collection date  (DD/MM/YYYY)","","","","","","","","","","","","","","","",""
4,"doe","ext_crypto_cenr_2000::doe","ext_crypto_cenr_2000","","","","","","","Date of Enrollment (DD/MM/YYYY)","","","","","","","","","","","","","","","",""
8,"food","ext_crypto_cenr_2000::food","ext_crypto_cenr_2000","","","","","","","Food at birth :","","","","","","","","","","","","","","","",""
7,"p_birth","ext_crypto_cenr_2000::p_birth","ext_crypto_cenr_2000","","","","","","","Place of Birth","","","","","","","","","","","","","","","",""
5,"place","ext_crypto_cenr_2000::place","ext_crypto_cenr_2000","","","","","","","Place of enrollment","","","","","","","","","","","","","","","",""
6,"sex","ext_crypto_cenr_2000::sex","ext_crypto_cenr_2000","","","","","","","Gender of Child","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cenr_2000::site","ext_crypto_cenr_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
9,"wt","ext_crypto_cenr_2000::wt","ext_crypto_cenr_2000","","","","","","","Birth weight of the baby in kg. Missing value 99.99 means that child was not available at that time.","","","","","","","","","","","","","","","",""
3,"dob","ext_crypto_cenr_3000::dob","ext_crypto_cenr_3000","","","","","","","Date of Birth","","","","","","","","","","","","","","","",""
10,"doc","ext_crypto_cenr_3000::doc","ext_crypto_cenr_3000","","","","","","","?","","","","","","","","","","","","","","","",""
4,"doe","ext_crypto_cenr_3000::doe","ext_crypto_cenr_3000","","","","","","","Date of Enrollment","","","","","","","","","","","","","","","",""
8,"food","ext_crypto_cenr_3000::food","ext_crypto_cenr_3000","","","","","","","Food at birth :","","","","","","","","","","","","","","","",""
7,"p_birth","ext_crypto_cenr_3000::p_birth","ext_crypto_cenr_3000","","","","","","","Place of Birth","","","","","","","","","","","","","","","",""
5,"place","ext_crypto_cenr_3000::place","ext_crypto_cenr_3000","","","","","","","Place of enrollment","","","","","","","","","","","","","","","",""
6,"sex","ext_crypto_cenr_3000::sex","ext_crypto_cenr_3000","","","","","","","Gender of Child","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cenr_3000::site","ext_crypto_cenr_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
9,"wt","ext_crypto_cenr_3000::wt","ext_crypto_cenr_3000","","","","","","","Birth weight of the baby in kg. Missing value 99.99 means the child not available that time.","","","","","","","","","","","","","","","",""
3,"dob","ext_crypto_cr_anthro_2000::dob","ext_crypto_cr_anthro_2000","","","","","","","Date of Birth","","","","","","","","","","","","","","","",""
7,"doc","ext_crypto_cr_anthro_2000::doc","ext_crypto_cr_anthro_2000","","","","","","","Date of measurement;","","","","","","","","","","","","","","","",""
5,"gender","ext_crypto_cr_anthro_2000::gender","ext_crypto_cr_anthro_2000","","","","","","","Gender of Child","","","","","","","","","","","","","","","",""
9,"ht","ext_crypto_cr_anthro_2000::ht","ext_crypto_cr_anthro_2000","","","","","","","Height in Centimeter (CM)","","","","","","","","","","","","","","","",""
10,"muac","ext_crypto_cr_anthro_2000::muac","ext_crypto_cr_anthro_2000","","","","","","","Mid-upper-arm circumference in Centimeter (CM).","","","","","","","","","","","","","","","",""
4,"sex","ext_crypto_cr_anthro_2000::sex","ext_crypto_cr_anthro_2000","","","","","","","Gender of Child","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_anthro_2000::site","ext_crypto_cr_anthro_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
6,"vtype","ext_crypto_cr_anthro_2000::vtype","ext_crypto_cr_anthro_2000","","","","","","","Visit type(Anthro information collected at following time)","","","","","","","","","","","","","","","",""
8,"wt","ext_crypto_cr_anthro_2000::wt","ext_crypto_cr_anthro_2000","","","","","","","Weight in Kilogram (KG)","","","","","","","","","","","","","","","",""
3,"dob","ext_crypto_cr_anthro_3000::dob","ext_crypto_cr_anthro_3000","","","","","","","Date of Birth","","","","","","","","","","","","","","","",""
7,"doc","ext_crypto_cr_anthro_3000::doc","ext_crypto_cr_anthro_3000","","","","","","","Date of measurement;","","","","","","","","","","","","","","","",""
5,"gender","ext_crypto_cr_anthro_3000::gender","ext_crypto_cr_anthro_3000","","","","","","","Gender of Child","","","","","","","","","","","","","","","",""
9,"ht","ext_crypto_cr_anthro_3000::ht","ext_crypto_cr_anthro_3000","","","","","","","Height in Centimeter (CM)","","","","","","","","","","","","","","","",""
10,"muac","ext_crypto_cr_anthro_3000::muac","ext_crypto_cr_anthro_3000","","","","","","","Mid-upper-arm circumference in Centimeter (CM).","","","","","","","","","","","","","","","",""
4,"sex","ext_crypto_cr_anthro_3000::sex","ext_crypto_cr_anthro_3000","","","","","","","Gender of Child","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_anthro_3000::site","ext_crypto_cr_anthro_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
6,"vtype","ext_crypto_cr_anthro_3000::vtype","ext_crypto_cr_anthro_3000","","","","","","","Visit type(Anthro information collected at following time)","","","","","","","","","","","","","","","",""
8,"wt","ext_crypto_cr_anthro_3000::wt","ext_crypto_cr_anthro_3000","","","","","","","Weight in Kilogram (KG)","","","","","","","","","","","","","","","",""
7,"amount","ext_crypto_cr_cbl_2000::amount","ext_crypto_cr_cbl_2000","","","","","","","?","","","","","","","","","","","","","","","",""
3,"blno","ext_crypto_cr_cbl_2000::blno","ext_crypto_cr_cbl_2000","","","","","","","Blood Serial Number : (Number 01-08 )","","","","","","","","","","","","","","","",""
5,"collect","ext_crypto_cr_cbl_2000::collect","ext_crypto_cr_cbl_2000","","","","","","","Blood collected?","","","","","","","","","","","","","","","",""
6,"doc","ext_crypto_cr_cbl_2000::doc","ext_crypto_cr_cbl_2000","","","","","","","Date of collection;","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_cbl_2000::site","ext_crypto_cr_cbl_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_cr_cbl_2000::specid","ext_crypto_cr_cbl_2000","","","","","","","Child blood sample ID","","","","","","","","","","","","","","","",""
7,"amount","ext_crypto_cr_cbl_3000::amount","ext_crypto_cr_cbl_3000","","","","","","","Amount of blood ( ml)","","","","","","","","","","","","","","","",""
3,"blno","ext_crypto_cr_cbl_3000::blno","ext_crypto_cr_cbl_3000","","","","","","","Blood Serial Number : (Number 01-08 )","","","","","","","","","","","","","","","",""
5,"collect","ext_crypto_cr_cbl_3000::collect","ext_crypto_cr_cbl_3000","","","","","","","Blood collected?","","","","","","","","","","","","","","","",""
6,"doc","ext_crypto_cr_cbl_3000::doc","ext_crypto_cr_cbl_3000","","","","","","","Date of collection;","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_cbl_3000::site","ext_crypto_cr_cbl_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"specid","ext_crypto_cr_cbl_3000::specid","ext_crypto_cr_cbl_3000","","","","","","","Child blood sample ID ( Blood code =33)   [ Site(1)-SID(4)-Specimen Code(2)-Sample Slno.(2) ]","","","","","","","","","","","","","","","",""
19,"antib1","ext_crypto_cr_diarep_2000::antib1","ext_crypto_cr_diarep_2000","","","","","","","If antibiotics prescribed today, which one(s)?  (use drug Code List). 99=not applicable","","","","","","","","","","","","","","","",""
20,"antib2","ext_crypto_cr_diarep_2000::antib2","ext_crypto_cr_diarep_2000","","","","","","","If antibiotics prescribed today, which one(s)?  (Use drug Code List). 99=not applicable","","","","","","","","","","","","","","","",""
21,"antib3","ext_crypto_cr_diarep_2000::antib3","ext_crypto_cr_diarep_2000","","","","","","","If antibiotics prescribed today, which one(s)?  (Use drug Code List). 99=not applicable","","","","","","","","","","","","","","","",""
18,"antibiotic","ext_crypto_cr_diarep_2000::antibiotic","ext_crypto_cr_diarep_2000","","","","","","","Antibiotic treatment history for this episode","","","","","","","","","","","","","","","",""
15,"blood","ext_crypto_cr_diarep_2000::blood","ext_crypto_cr_diarep_2000","","","","","","","Blood present?","","","","","","","","","","","","","","","",""
14,"consis","ext_crypto_cr_diarep_2000::consis","ext_crypto_cr_diarep_2000","","","","","","","Consistency of current stool","","","","","","","","","","","","","","","",""
16,"dehyd","ext_crypto_cr_diarep_2000::dehyd","ext_crypto_cr_diarep_2000","","","","","","","Dehydration assessment (points for Ruuska score)","","","","","","","","","","","","","","","",""
5,"diarend","ext_crypto_cr_diarep_2000::diarend","ext_crypto_cr_diarep_2000","","","","","","","End Date of diarrhea for this episode(DD/MM/YYYY)","","","","","","","","","","","","","","","",""
4,"diarstrt","ext_crypto_cr_diarep_2000::diarstrt","ext_crypto_cr_diarep_2000","","","","","","","First date of diarrhea for this episode(DD/MM/YYYY)","","","","","","","","","","","","","","","",""
3,"doi","ext_crypto_cr_diarep_2000::doi","ext_crypto_cr_diarep_2000","","","","","","","Date of interview (DD/MM/YYYY)","","","","","","","","","","","","","","","",""
6,"duradiar","ext_crypto_cr_diarep_2000::duradiar","ext_crypto_cr_diarep_2000","","","","","","","Duration of diarrhea in days( Points for Ruuska score)","","","","","","","","","","","","","","","",""
10,"duravomi","ext_crypto_cr_diarep_2000::duravomi","ext_crypto_cr_diarep_2000","","","","","","","Duration of vomiting in days( Points for Ruuska score)","","","","","","","","","","","","","","","",""
7,"maxdiar","ext_crypto_cr_diarep_2000::maxdiar","ext_crypto_cr_diarep_2000","","","","","","","Maximum frequency of diarrhea for this episode  ( Points for Ruuska score)","","","","","","","","","","","","","","","",""
11,"maxvomi","ext_crypto_cr_diarep_2000::maxvomi","ext_crypto_cr_diarep_2000","","","","","","","Maximum frequency of vomiting for this episode. ( Points for Ruuska score)","","","","","","","","","","","","","","","",""
17,"rehyd","ext_crypto_cr_diarep_2000::rehyd","ext_crypto_cr_diarep_2000","","","","","","","Rehydration treatment prescribed today(points for Ruuska score)","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_diarep_2000::site","ext_crypto_cr_diarep_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
13,"temp","ext_crypto_cr_diarep_2000::temp","ext_crypto_cr_diarep_2000","","","","","","","Temperature (0  C))( Points for Ruuska score)","","","","","","","","","","","","","","","",""
9,"vomiend","ext_crypto_cr_diarep_2000::vomiend","ext_crypto_cr_diarep_2000","","","","","","","Date of last  day of Vomiting for this episode","","","","","","","","","","","","","","","",""
8,"vomistrt","ext_crypto_cr_diarep_2000::vomistrt","ext_crypto_cr_diarep_2000","","","","","","","Date of first day of Vomiting for this episode","","","","","","","","","","","","","","","",""
12,"wt","ext_crypto_cr_diarep_2000::wt","ext_crypto_cr_diarep_2000","","","","","","","Weight of the baby today in Kg","","","","","","","","","","","","","","","",""
19,"antib1","ext_crypto_cr_diarep_3000::antib1","ext_crypto_cr_diarep_3000","","","","","","","If antibiotics prescribed today, which one(s)?  (use drug Code List). 99=not applicable","","","","","","","","","","","","","","","",""
20,"antib2","ext_crypto_cr_diarep_3000::antib2","ext_crypto_cr_diarep_3000","","","","","","","If antibiotics prescribed today, which one(s)?  (use drug Code List). 99=not applicable","","","","","","","","","","","","","","","",""
21,"antib3","ext_crypto_cr_diarep_3000::antib3","ext_crypto_cr_diarep_3000","","","","","","","If antibiotics prescribed today, which one(s)?  (use drug Code List). 99=not applicable","","","","","","","","","","","","","","","",""
18,"antibiotic","ext_crypto_cr_diarep_3000::antibiotic","ext_crypto_cr_diarep_3000","","","","","","","Antibiotic treatment history for this episode","","","","","","","","","","","","","","","",""
15,"blood","ext_crypto_cr_diarep_3000::blood","ext_crypto_cr_diarep_3000","","","","","","","Blood present?","","","","","","","","","","","","","","","",""
14,"consis","ext_crypto_cr_diarep_3000::consis","ext_crypto_cr_diarep_3000","","","","","","","Consistency of current stool","","","","","","","","","","","","","","","",""
16,"dehyd","ext_crypto_cr_diarep_3000::dehyd","ext_crypto_cr_diarep_3000","","","","","","","Dehydration assessment (points for Ruuska score)","","","","","","","","","","","","","","","",""
5,"diarend","ext_crypto_cr_diarep_3000::diarend","ext_crypto_cr_diarep_3000","","","","","","","End Date of diarrhea for this episode(DD/MM/YYYY)","","","","","","","","","","","","","","","",""
4,"diarstrt","ext_crypto_cr_diarep_3000::diarstrt","ext_crypto_cr_diarep_3000","","","","","","","First date of diarrhea for this episode(DD/MM/YYYY)","","","","","","","","","","","","","","","",""
3,"doi","ext_crypto_cr_diarep_3000::doi","ext_crypto_cr_diarep_3000","","","","","","","Date of interview (DD/MM/YYYY)","","","","","","","","","","","","","","","",""
6,"duradiar","ext_crypto_cr_diarep_3000::duradiar","ext_crypto_cr_diarep_3000","","","","","","","Duration of diarrhea in days( Points for Ruuska score)","","","","","","","","","","","","","","","",""
10,"duravomi","ext_crypto_cr_diarep_3000::duravomi","ext_crypto_cr_diarep_3000","","","","","","","Duration of vomiting in days( Points for Ruuska score)","","","","","","","","","","","","","","","",""
7,"maxdiar","ext_crypto_cr_diarep_3000::maxdiar","ext_crypto_cr_diarep_3000","","","","","","","Maximum frequency of diarrhea for this episode  ( Points for Ruuska score)","","","","","","","","","","","","","","","",""
11,"maxvomi","ext_crypto_cr_diarep_3000::maxvomi","ext_crypto_cr_diarep_3000","","","","","","","Maximum frequency of vomiting for this episode. ( Points for Ruuska score)","","","","","","","","","","","","","","","",""
17,"rehyd","ext_crypto_cr_diarep_3000::rehyd","ext_crypto_cr_diarep_3000","","","","","","","Rehydration treatment prescribed today(points for Ruuska score)","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_diarep_3000::site","ext_crypto_cr_diarep_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
13,"temp","ext_crypto_cr_diarep_3000::temp","ext_crypto_cr_diarep_3000","","","","","","","Temperature (0  C))( Points for Ruuska score)","","","","","","","","","","","","","","","",""
9,"vomiend","ext_crypto_cr_diarep_3000::vomiend","ext_crypto_cr_diarep_3000","","","","","","","Date of last  day of Vomiting for this episode","","","","","","","","","","","","","","","",""
8,"vomistrt","ext_crypto_cr_diarep_3000::vomistrt","ext_crypto_cr_diarep_3000","","","","","","","Date of first day of Vomiting for this episode","","","","","","","","","","","","","","","",""
12,"wt","ext_crypto_cr_diarep_3000::wt","ext_crypto_cr_diarep_3000","","","","","","","Weight of the baby today in Kg","","","","","","","","","","","","","","","",""
12,"antibiotic","ext_crypto_cr_diarr_2000::antibiotic","ext_crypto_cr_diarr_2000","","","","","","","Child on antibiotics","","","","","","","","","","","","","","","",""
10,"blood","ext_crypto_cr_diarr_2000::blood","ext_crypto_cr_diarr_2000","","","","","","","Blood in stool","","","","","","","","","","","","","","","",""
11,"collect","ext_crypto_cr_diarr_2000::collect","ext_crypto_cr_diarr_2000","","","","","","","Stool collected today for this episode","","","","","","","","","","","","","","","",""
7,"diarrhea","ext_crypto_cr_diarr_2000::diarrhea","ext_crypto_cr_diarr_2000","","","","","","","Diarrhea today?  >3 abnormally loose stools in 24 hours Diarrhea=2 then following variable are coded 99=N/A","","","","","","","","","","","","","","","",""
3,"doc","ext_crypto_cr_diarr_2000::doc","ext_crypto_cr_diarr_2000","","","","","","","Date (Date of visit)","","","","","","","","","","","","","","","",""
4,"hist_bf","ext_crypto_cr_diarr_2000::hist_bf","ext_crypto_cr_diarr_2000","","","","","","","Baby Feeding (BF) History:","","","","","","","","","","","","","","","",""
9,"mucus","ext_crypto_cr_diarr_2000::mucus","ext_crypto_cr_diarr_2000","","","","","","","Mucus in stool","","","","","","","","","","","","","","","",""
13,"ors","ext_crypto_cr_diarr_2000::ors","ext_crypto_cr_diarr_2000","","","","","","","Use of ORS","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_diarr_2000::site","ext_crypto_cr_diarr_2000","","","","","","","Study site","","","","","","","","","","","","","","","",""
8,"st24hr","ext_crypto_cr_diarr_2000::st24hr","ext_crypto_cr_diarr_2000","","","","","","","No. diarrheal stools in last 24 hrs","","","","","","","","","","","","","","","",""
6,"temp","ext_crypto_cr_diarr_2000::temp","ext_crypto_cr_diarr_2000","","","","","","","Temperature (C), measured only when FRA visits the household","","","","","","","","","","","","","","","",""
5,"vomi","ext_crypto_cr_diarr_2000::vomi","ext_crypto_cr_diarr_2000","","","","","","","Vomiting (in no.) (in number)","","","","","","","","","","","","","","","",""
14,"zinc","ext_crypto_cr_diarr_2000::zinc","ext_crypto_cr_diarr_2000","","","","","","","Use of Zinc","","","","","","","","","","","","","","","",""
12,"antibiotic","ext_crypto_cr_diarr_3000::antibiotic","ext_crypto_cr_diarr_3000","","","","","","","Child on antibiotics","","","","","","","","","","","","","","","",""
10,"blood","ext_crypto_cr_diarr_3000::blood","ext_crypto_cr_diarr_3000","","","","","","","Blood in stool","","","","","","","","","","","","","","","",""
11,"collect","ext_crypto_cr_diarr_3000::collect","ext_crypto_cr_diarr_3000","","","","","","","Stool collected today for this episode","","","","","","","","","","","","","","","",""
7,"diarrhea","ext_crypto_cr_diarr_3000::diarrhea","ext_crypto_cr_diarr_3000","","","","","","","Diarrhea today?  >3 abnormally loose stools in 24 hours Diarrhea=2 then following variable are coded 99=N/A","","","","","","","","","","","","","","","",""
3,"doc","ext_crypto_cr_diarr_3000::doc","ext_crypto_cr_diarr_3000","","","","","","","Study site","","","","","","","","","","","","","","","",""
4,"hist_bf","ext_crypto_cr_diarr_3000::hist_bf","ext_crypto_cr_diarr_3000","","","","","","","Baby Feeding (BF) History:","","","","","","","","","","","","","","","",""
9,"mucus","ext_crypto_cr_diarr_3000::mucus","ext_crypto_cr_diarr_3000","","","","","","","Mucus in stool","","","","","","","","","","","","","","","",""
13,"ors","ext_crypto_cr_diarr_3000::ors","ext_crypto_cr_diarr_3000","","","","","","","Use of ORS","","","","","","","","","","","","","","","",""
2,"site","ext_crypto_cr_diarr_3000::site","ext_crypto_cr_diarr_3000","","","","","","","Date (Date of visit)","","","","","","","","","","","","","","","",""
8,"st24hr","ext_crypto_cr_diarr_3000::st24hr","ext_crypto_cr_diarr_3000","","","","","","","No. diarrheal stools in last 24 hrs","","","","","","","","","","","","","","","",""
6,"temp","ext_crypto_cr_diarr_3000::temp","ext_crypto_cr_diarr_3000","","","","","","","Temperature (C), measured only when FRA visits the household","","","","","","","","","","","","","","","",""
5,"vomi","ext_crypto_cr_diarr_3000::vomi","ext_crypto_cr_diarr_3000","","","","","","","Vomiting (in no.) (in number)","","","","","","","","","","","","","","","",""
14,"zinc","ext_crypto_cr_diarr_3000::zinc","ext_crypto_cr_diarr_3000","","","","","","","Use of Zinc","","","","","","","","","","","","","","","",""
8,"blood","ext_crypto_cr_ds_2000::blood","ext_crypto_cr_ds_2000","","","","","","","Blood present? (1 = Yes & 2 = No)","","","","","","","","","","","","","","","",""
6,"consis","ext_crypto_cr_ds_2000::consis","ext_crypto_cr_ds_2000","","","","","","","Stool consistency.","","","","","","","","","","","","","","","",""
5,"doc","ext_crypto_cr_ds_2000::doc","ext_crypto_cr_ds_2000","","","","","","","Date of collection .","","","","","","","","","","","","","","","",""
3,"dsno","ext_crypto_cr_ds_2000::dsno","ext_crypto_cr_ds_2000","","","","","","","Sample no","","","","","","","","","","","","","","","",""
7,"mucus","ext_crypto_cr_ds_2000::mucus","ext_crypto_cr_ds_2000","","","","","","","Mucus present? (1 = Yes & 2 = No)","","","","","","","","","","","","","","","",""
