"colOrder","variable","uniqueVar","dataFile","IRI","label","definition","parentLabel","parentIRI","category","codebookDescription","notesForDL","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","type","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType","flag"
16,"qf_hd40","ext_crypt_sb_btest::qf_hd40","ext_crypt_sb_btest","","","","","","","40 minutes (Hydrogen (H2) ppm ) (CRF Q# 4f)","","","","","","","","","","","","","","","",""
17,"qf_mt40","ext_crypt_sb_btest::qf_mt40","ext_crypt_sb_btest","","","","","","","40 minutes (Methane (CH4) ppm) (CRF Q# 4f)","","","","","","","","","","","","","","","",""
21,"qg_cd60","ext_crypt_sb_btest::qg_cd60","ext_crypt_sb_btest","","","","","","","60 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4g)","","","","","","","","","","","","","","","",""
19,"qg_hd60","ext_crypt_sb_btest::qg_hd60","ext_crypt_sb_btest","","","","","","","60 minutes (Hydrogen (H2) ppm ) (CRF Q# 4g)","","","","","","","","","","","","","","","",""
20,"qg_mt60","ext_crypt_sb_btest::qg_mt60","ext_crypt_sb_btest","","","","","","","60 minutes (Methane (CH4) ppm) (CRF Q# 4g)","","","","","","","","","","","","","","","",""
24,"qh_cd80","ext_crypt_sb_btest::qh_cd80","ext_crypt_sb_btest","","","","","","","80 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4h)","","","","","","","","","","","","","","","",""
22,"qh_hd80","ext_crypt_sb_btest::qh_hd80","ext_crypt_sb_btest","","","","","","","80 minutes (Hydrogen (H2) ppm ) (CRF Q# 4h)","","","","","","","","","","","","","","","",""
23,"qh_mt80","ext_crypt_sb_btest::qh_mt80","ext_crypt_sb_btest","","","","","","","80 minutes (Methane (CH4) ppm) (CRF Q# 4h)","","","","","","","","","","","","","","","",""
27,"qi_cd100","ext_crypt_sb_btest::qi_cd100","ext_crypt_sb_btest","","","","","","","100 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4i)","","","","","","","","","","","","","","","",""
25,"qi_hd100","ext_crypt_sb_btest::qi_hd100","ext_crypt_sb_btest","","","","","","","100 minutes (Hydrogen (H2) ppm ) (CRF Q# 4i)","","","","","","","","","","","","","","","",""
26,"qi_mt100","ext_crypt_sb_btest::qi_mt100","ext_crypt_sb_btest","","","","","","","100 minutes (Methane (CH4) ppm) (CRF Q# 4i)","","","","","","","","","","","","","","","",""
30,"qj_cd120","ext_crypt_sb_btest::qj_cd120","ext_crypt_sb_btest","","","","","","","120 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4j)","","","","","","","","","","","","","","","",""
28,"qj_hd120","ext_crypt_sb_btest::qj_hd120","ext_crypt_sb_btest","","","","","","","120 minutes (Hydrogen (H2) ppm ) (CRF Q# 4j)","","","","","","","","","","","","","","","",""
29,"qj_mt120","ext_crypt_sb_btest::qj_mt120","ext_crypt_sb_btest","","","","","","","120 minutes (Methane (CH4) ppm) (CRF Q# 4j)","","","","","","","","","","","","","","","",""
33,"qk_cd140","ext_crypt_sb_btest::qk_cd140","ext_crypt_sb_btest","","","","","","","140 minutes (Carbon Dioxide (CO2) ppm), 999.9 = NA (CRF Q# 4k)","","","","","","","","","","","","","","","",""
31,"qk_hd140","ext_crypt_sb_btest::qk_hd140","ext_crypt_sb_btest","","","","","","","140 minutes (Hydrogen (H2) ppm ), 999.9 = NA (CRF Q# 4k)","","","","","","","","","","","","","","","",""
32,"qk_mt140","ext_crypt_sb_btest::qk_mt140","ext_crypt_sb_btest","","","","","","","140 minutes (Methane (CH4) ppm ), 999.9 = NA (CRF Q# 4k)","","","","","","","","","","","","","","","",""
36,"ql_cd160","ext_crypt_sb_btest::ql_cd160","ext_crypt_sb_btest","","","","","","","160 minutes (Carbon Dioxide (CO2) ppm), 999.9 = NA (CRF Q# 4l)","","","","","","","","","","","","","","","",""
34,"ql_hd160","ext_crypt_sb_btest::ql_hd160","ext_crypt_sb_btest","","","","","","","160 minutes (Hydrogen (H2) ppm ), 999.9 = NA (CRF Q# 4l)","","","","","","","","","","","","","","","",""
35,"ql_mt160","ext_crypt_sb_btest::ql_mt160","ext_crypt_sb_btest","","","","","","","160 minutes (Methane (CH4) ppm), 999.9 = NA (CRF Q# 4l)","","","","","","","","","","","","","","","",""
39,"qm_cd180","ext_crypt_sb_btest::qm_cd180","ext_crypt_sb_btest","","","","","","","180 minutes (Carbon Dioxide (CO2) ppm), 999.9 = NA (CRF Q# 4m)","","","","","","","","","","","","","","","",""
37,"qm_hd180","ext_crypt_sb_btest::qm_hd180","ext_crypt_sb_btest","","","","","","","180 minutes (Hydrogen (H2) ppm ), 999.9 = NA (CRF Q# 4m)","","","","","","","","","","","","","","","",""
38,"qm_mt180","ext_crypt_sb_btest::qm_mt180","ext_crypt_sb_btest","","","","","","","180 minutes (Methane (CH4) ppm), 999.9 = NA (CRF Q# 4m)","","","","","","","","","","","","","","","",""
3,"sb_num","ext_crypt_sb_btest::sb_num","ext_crypt_sb_btest","","","","","","","SIBO  number  (CRF Q# 2)","","","","","","","","","","","","","","","",""
6,"waz3sd","ext_crypt_sb_btest::waz3sd","ext_crypt_sb_btest","","","","","","","Is the child's WAZ < -3 SD?(CRF Q# 3c)","","","","","","","","","","","","","","","",""
4,"wt","ext_crypt_sb_btest::wt","ext_crypt_sb_btest","","","","","","","Weight of the child in Kg (CRF Q# 3a)","","","","","","","","","","","","","","","",""
2,"dop","ext_crypt_sb_btestr::dop","ext_crypt_sb_btestr","","","","","","","Date of procedure   (If missed procedure, enter 09/09/9999) (CRF Q# 1)","","","","","","","","","","","","","","","",""
6,"ht","ext_crypt_sb_btestr::ht","ext_crypt_sb_btestr","","","","","","","Is the child's WAZ < -3 SD?(CRF Q# 3c)","","","","","","","","","","","","","","","",""
8,"q4a","ext_crypt_sb_btestr::q4a","ext_crypt_sb_btestr","","","","","","","Baseline Reading(Hydrogen (H2) ppm ) (CRF Q# 4b)","","","","","","","","","","","","","","","",""
11,"q4b_cd","ext_crypt_sb_btestr::q4b_cd","ext_crypt_sb_btestr","","","","","","","Amount of glucose solution administered in ml (5ml/kg) (CRF Q# 4c)","","","","","","","","","","","","","","","",""
9,"q4b_hd","ext_crypt_sb_btestr::q4b_hd","ext_crypt_sb_btestr","","","","","","","Baseline Reading(Methane (CH4) ppm) (CRF Q# 4b)","","","","","","","","","","","","","","","",""
10,"q4b_mt","ext_crypt_sb_btestr::q4b_mt","ext_crypt_sb_btestr","","","","","","","Baseline Reading(Carbon Dioxide (CO2) ppm) (CRF Q# 4b)","","","","","","","","","","","","","","","",""
12,"q4c","ext_crypt_sb_btestr::q4c","ext_crypt_sb_btestr","","","","","","","Start time of testing (time solution administration completed (CRF Q# 4d)","","","","","","","","","","","","","","","",""
13,"q4d","ext_crypt_sb_btestr::q4d","ext_crypt_sb_btestr","","","","","","","20 minutes (Hydrogen (H2) ppm ) (CRF Q# 4e)","","","","","","","","","","","","","","","",""
41,"q5a","ext_crypt_sb_btestr::q5a","ext_crypt_sb_btestr","","","","","","","If other, then  specification (CRF Q# 5b)","","","","","","","","","","","","","","","",""
42,"q5b","ext_crypt_sb_btestr::q5b","ext_crypt_sb_btestr","","","","","","","SIBO present (>12 ppm increase in H2 over baseline value on any subsequent value)  (CRF Q# 6a)","","","","","","","","","","","","","","","",""
43,"q6a","ext_crypt_sb_btestr::q6a","ext_crypt_sb_btestr","","","","","","","Child referred for treatment (only for malnourished children with WAZ < -2 SD)  (CRF Q# 6b)","","","","","","","","","","","","","","","",""
44,"q6b","ext_crypt_sb_btestr::q6b","ext_crypt_sb_btestr","","","","","","","","","","","","","","","","","","","","","","",""
16,"qe_cd20","ext_crypt_sb_btestr::qe_cd20","ext_crypt_sb_btestr","","","","","","","40 minutes (Hydrogen (H2) ppm ) (CRF Q# 4f)","","","","","","","","","","","","","","","",""
14,"qe_hd20","ext_crypt_sb_btestr::qe_hd20","ext_crypt_sb_btestr","","","","","","","20 minutes (Methane (CH4) ppm) (CRF Q# 4e)","","","","","","","","","","","","","","","",""
15,"qe_mt20","ext_crypt_sb_btestr::qe_mt20","ext_crypt_sb_btestr","","","","","","","20 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4e)","","","","","","","","","","","","","","","",""
19,"qf_cd40","ext_crypt_sb_btestr::qf_cd40","ext_crypt_sb_btestr","","","","","","","60 minutes (Hydrogen (H2) ppm ) (CRF Q# 4g)","","","","","","","","","","","","","","","",""
17,"qf_hd40","ext_crypt_sb_btestr::qf_hd40","ext_crypt_sb_btestr","","","","","","","40 minutes (Methane (CH4) ppm) (CRF Q# 4f)","","","","","","","","","","","","","","","",""
18,"qf_mt40","ext_crypt_sb_btestr::qf_mt40","ext_crypt_sb_btestr","","","","","","","40 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4f)","","","","","","","","","","","","","","","",""
22,"qg_cd60","ext_crypt_sb_btestr::qg_cd60","ext_crypt_sb_btestr","","","","","","","80 minutes (Hydrogen (H2) ppm ) (CRF Q# 4h)","","","","","","","","","","","","","","","",""
20,"qg_hd60","ext_crypt_sb_btestr::qg_hd60","ext_crypt_sb_btestr","","","","","","","60 minutes (Methane (CH4) ppm) (CRF Q# 4g)","","","","","","","","","","","","","","","",""
21,"qg_mt60","ext_crypt_sb_btestr::qg_mt60","ext_crypt_sb_btestr","","","","","","","60 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4g)","","","","","","","","","","","","","","","",""
25,"qh_cd80","ext_crypt_sb_btestr::qh_cd80","ext_crypt_sb_btestr","","","","","","","100 minutes (Hydrogen (H2) ppm ) (CRF Q# 4i)","","","","","","","","","","","","","","","",""
23,"qh_hd80","ext_crypt_sb_btestr::qh_hd80","ext_crypt_sb_btestr","","","","","","","80 minutes (Methane (CH4) ppm) (CRF Q# 4h)","","","","","","","","","","","","","","","",""
24,"qh_mt80","ext_crypt_sb_btestr::qh_mt80","ext_crypt_sb_btestr","","","","","","","80 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4h)","","","","","","","","","","","","","","","",""
28,"qi_cd100","ext_crypt_sb_btestr::qi_cd100","ext_crypt_sb_btestr","","","","","","","120 minutes (Hydrogen (H2) ppm ) (CRF Q# 4j)","","","","","","","","","","","","","","","",""
26,"qi_hd100","ext_crypt_sb_btestr::qi_hd100","ext_crypt_sb_btestr","","","","","","","100 minutes (Methane (CH4) ppm) (CRF Q# 4i)","","","","","","","","","","","","","","","",""
27,"qi_mt100","ext_crypt_sb_btestr::qi_mt100","ext_crypt_sb_btestr","","","","","","","100 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4i)","","","","","","","","","","","","","","","",""
31,"qj_cd120","ext_crypt_sb_btestr::qj_cd120","ext_crypt_sb_btestr","","","","","","","140 minutes (Hydrogen (H2) ppm ), 999.9 = NA (CRF Q# 4k)","","","","","","","","","","","","","","","",""
29,"qj_hd120","ext_crypt_sb_btestr::qj_hd120","ext_crypt_sb_btestr","","","","","","","120 minutes (Methane (CH4) ppm) (CRF Q# 4j)","","","","","","","","","","","","","","","",""
30,"qj_mt120","ext_crypt_sb_btestr::qj_mt120","ext_crypt_sb_btestr","","","","","","","120 minutes (Carbon Dioxide (CO2) ppm) (CRF Q# 4j)","","","","","","","","","","","","","","","",""
34,"qk_cd140","ext_crypt_sb_btestr::qk_cd140","ext_crypt_sb_btestr","","","","","","","160 minutes (Hydrogen (H2) ppm ), 999.9 = NA (CRF Q# 4l)","","","","","","","","","","","","","","","",""
32,"qk_hd140","ext_crypt_sb_btestr::qk_hd140","ext_crypt_sb_btestr","","","","","","","140 minutes (Methane (CH4) ppm ), 999.9 = NA (CRF Q# 4k)","","","","","","","","","","","","","","","",""
